PERIOD MIN MAX MED MEAN PERIOD_MEAN
1997 0.2429029941558838 0.6176487803459168 0.3530160933732987 0.3940624088048935 0.6371315243781782
1998 0.3642529845237732 1.034805059432983 0.5637769699096680 0.6061286653081576 0.6371315243781782
1999 0.3092690706253052 0.7422308921813965 0.4368292689323425 0.4797381261984507 0.6371315243781782
2000 0.2799445986747742 1.075942158699036 0.4772968888282776 0.5688544387618700 0.6371315243781782
2001 0.3923483490943909 0.7611215114593506 0.5464889854192734 0.5435294384757677 0.6371315243781782
2002 0.2928422987461090 1.194612145423889 0.6113174557685852 0.6694948126872381 0.6371315243781782
2003 0.4668989479541779 1.166263103485107 0.7567799389362335 0.7931206400195757 0.6371315243781782
2004 0.4495987594127655 0.8364683389663696 0.6141622066497803 0.6302230084935824 0.6371315243781782
2005 0.5134102106094360 0.9650772213935852 0.6631059348583221 0.6876230041186014 0.6371315243781782
2006 0.4819819331169128 1.006734728813171 0.6742022037506104 0.6835884153842926 0.6371315243781782
2007 0.4614089429378510 1.279396176338196 0.5873285830020905 0.7590030605594317 0.6371315243781782
2008 0.4782717227935791 0.9223932027816773 0.6521634459495544 0.6799046720067660 0.6371315243781782
2009 0.4787366092205048 0.8663087487220764 0.6372949779033661 0.6395534997185072 0.6371315243781782
2010 0.4833607077598572 1.144112944602966 0.7050167918205261 0.7327245026826859 0.6371315243781782
2011 0.4427581727504730 1.245080232620239 0.6253857016563416 0.7012511293093363 0.6371315243781782
2012 0.4061273634433746 1.014087557792664 0.6072410047054291 0.6621428827444712 0.6371315243781782
2013 0.4196192324161530 1.021028041839600 0.5230348706245422 0.6002932091554006 0.6371315243781782
