PERIOD MIN MAX MED MEAN PERIOD_MEAN
1997 0.1239292100071907 0.1950042694807053 0.1528381183743477 0.1543584793806076 0.1881722455369491
1998 0.1358858942985535 0.2259484082460403 0.1593370810151100 0.1645360204080741 0.1881722455369491
1999 0.1275458335876465 0.1909097135066986 0.1648811846971512 0.1616746224462986 0.1881722455369491
2000 0.1352730542421341 0.1950629800558090 0.1635675057768822 0.1651858128607273 0.1881722455369491
2001 0.1322383433580399 0.1761469542980194 0.1606251448392868 0.1602674486736457 0.1881722455369491
2002 0.1548082977533341 0.1979448050260544 0.1741688027977943 0.1758490713934104 0.1881722455369491
2003 0.1729301363229752 0.2269402593374252 0.1862122938036919 0.1930100843310356 0.1881722455369491
2004 0.1617247909307480 0.2319624274969101 0.1927396729588509 0.1917627155780792 0.1881722455369491
2005 0.1566290259361267 0.2145036756992340 0.1961017623543739 0.1916113321979841 0.1881722455369491
2006 0.1532292217016220 0.2482707649469376 0.2018558979034424 0.2022731527686119 0.1881722455369491
2007 0.1508439332246780 0.2507484555244446 0.1860312446951866 0.1906455270946026 0.1881722455369491
2008 0.1537034064531326 0.2610777318477631 0.2079900056123734 0.2029009920855363 0.1881722455369491
2009 0.1703683733940125 0.3233394920825958 0.2020030394196510 0.2127550728619099 0.1881722455369491
2010 0.1623123139142990 0.2627089917659760 0.2162135690450668 0.2118110420803229 0.1881722455369491
2011 0.1725677251815796 0.2686890661716461 0.2204827293753624 0.2229669131338596 0.1881722455369491
2012 0.1450991630554199 0.2508069574832916 0.1982982978224754 0.1954708409806093 0.1881722455369491
2013 0.1813531368970871 0.2277494370937347 0.2019004225730896 0.2018490458528201 0.1881722455369491
