PERIOD MIN MAX MED MEAN PERIOD_MEAN
1997 0.6340268850326538 2.830617427825928 1.349174201488495 1.540748178958893 1.121566027092437
1998 0.8722164630889893 2.477730989456177 1.444394052028656 1.571775426467260 1.121566027092437
1999 0.9001545310020447 3.427336931228638 1.498732209205627 2.055953371524811 1.121566027092437
2000 0.2684353888034821 4.615486621856690 1.827436447143555 1.933501940965652 1.121566027092437
2001 0.2730684876441956 3.348789453506470 2.238769710063934 1.896461983521779 1.121566027092437
2002 0.2670738101005554 1.763134360313416 0.8162764012813568 0.8465496997038523 1.121566027092437
2003 0.1659266650676727 1.278274893760681 0.5841597914695740 0.6853674096720559 1.121566027092437
2004 0.1908590197563171 1.805633187294006 0.7127825617790222 0.8124689658482870 1.121566027092437
2005 0.1260623931884766 1.613971471786499 0.9245653748512268 0.7751689170088086 1.121566027092437
2006 0.1478753536939621 3.958904266357422 1.494310855865479 1.848091922700405 1.121566027092437
2007 0.2496963292360306 0.8288139104843140 0.6400188505649567 0.5785158152381579 1.121566027092437
2008 0.1374133378267288 0.8017715215682983 0.4947277307510376 0.4801121460539954 1.121566027092437
2009 0.3512647151947022 1.603469371795654 0.7989708185195923 0.8501269916693369 1.121566027092437
2010 0.2596266567707062 1.120646953582764 0.6951276659965515 0.6566105484962463 1.121566027092437
2011 0.1892399936914444 1.136109590530396 0.6322816014289856 0.6051999862704959 1.121566027092437
2012 0.2388120591640472 1.400779843330383 0.8261389136314392 0.8084031293789545 1.121566027092437
