PERIOD MIN MAX MED MEAN PERIOD_MEAN
1997 1.586179137229919 2.606678009033203 1.990923047065735 2.072072517871857 2.538532895901624
1998 1.806805133819580 2.757749080657959 2.352069854736328 2.309494902690252 2.538532895901624
1999 1.668160080909729 2.843796014785767 2.285227417945862 2.297014554341634 2.538532895901624
2000 1.873283147811890 2.892594814300537 2.320393800735474 2.367703368266424 2.538532895901624
2001 1.924028992652893 3.002639770507813 2.293138861656189 2.377582003672918 2.538532895901624
2002 1.949401378631592 2.721695423126221 2.419343471527100 2.388570030530294 2.538532895901624
2003 1.963326811790466 2.829046487808228 2.408555746078491 2.400028795003891 2.538532895901624
2004 2.124109268188477 2.989704132080078 2.662321925163269 2.625329593817393 2.538532895901624
2005 2.022144794464111 2.986811876296997 2.523691534996033 2.537848154703776 2.538532895901624
2006 2.196952581405640 3.314353942871094 2.708086252212524 2.732504924138387 2.538532895901624
2007 2.376655340194702 3.091143608093262 2.614811897277832 2.666529178619385 2.538532895901624
2008 2.159676551818848 3.110410213470459 2.522332787513733 2.601986606915792 2.538532895901624
2009 2.230448722839356 3.118066072463989 2.664045214653015 2.668509880701701 2.538532895901624
2010 2.353331804275513 3.133049011230469 2.687516689300537 2.678807934125265 2.538532895901624
2011 2.363250255584717 3.071175098419190 2.766774892807007 2.732057034969330 2.538532895901624
2012 2.181967973709106 3.138067007064819 2.698045969009399 2.737945159276327 2.538532895901624
2013 2.717271089553833 3.216566085815430 2.932064175605774 2.961074590682983 2.538532895901624
