PERIOD MIN MAX MED MEAN PERIOD_MEAN
1997 0.5562759041786194 2.052500009536743 0.7285211384296417 0.8993099629878998 1.023127949705311
1998 0.7006229162216187 1.333391785621643 0.9990402758121491 1.010246649384499 1.023127949705311
1999 0.7402960062026978 1.145090103149414 1.030444264411926 1.005309025446574 1.023127949705311
2000 0.8070352077484131 1.374204993247986 1.071819663047791 1.074457009633382 1.023127949705311
2001 0.6622106432914734 1.138887047767639 0.9059099853038788 0.9257459938526154 1.023127949705311
2002 0.7194898724555969 1.579179048538208 0.9971697032451630 1.025432065129280 1.023127949705311
2003 0.8449373841285706 1.315974831581116 1.056168258190155 1.041324545939763 1.023127949705311
2004 0.9131807684898377 1.498377680778503 1.088838577270508 1.127862925330798 1.023127949705311
2005 0.8472282886505127 1.257956147193909 0.9939664900302887 1.028894647955895 1.023127949705311
2006 0.8278728723526001 1.726890325546265 1.005442142486572 1.045306965708733 1.023127949705311
2007 0.7863873243331909 1.562806844711304 1.022554904222488 1.050223166743914 1.023127949705311
2008 0.8026013970375061 1.704860925674439 1.026193916797638 1.070126230518023 1.023127949705311
2009 0.8389150500297546 1.310580492019653 1.073811173439026 1.037005742390950 1.023127949705311
2010 0.5794303417205811 2.161641597747803 0.9892616569995880 1.033196061849594 1.023127949705311
2011 0.6988448500633240 1.248044013977051 0.9067782163619995 0.9267009248336157 1.023127949705311
2012 0.5778296589851379 1.671131372451782 0.9765982925891876 1.074019044637680 1.023127949705311
2013 0.6811861395835877 1.883232355117798 0.8834151327610016 1.018014182647069 1.023127949705311
