PERIOD MIN MAX MED MEAN PERIOD_MEAN
1997 0.2044632583856583 1.065102815628052 0.7591503858566284 0.6928117409348488 0.8240644774600570
1998 0.4774831831455231 1.467757463455200 0.7581306099891663 0.8559825768073400 0.8240644774600570
1999 0.5188322663307190 1.423312425613403 0.8220378756523132 0.8502148588498434 0.8240644774600570
2000 0.5117052793502808 1.419780254364014 0.8464740216732025 0.8524470627307892 0.8240644774600570
2001 0.4610864818096161 1.306122422218323 0.8227839171886444 0.8191452349225680 0.8240644774600570
2002 0.4394161105155945 1.315512061119080 0.8255699872970581 0.8209941759705544 0.8240644774600570
2003 0.4091705977916718 1.586971282958984 0.7177253663539887 0.7854681288202604 0.8240644774600570
2004 0.3596149384975433 1.471482753753662 0.8414354026317596 0.8064682111144066 0.8240644774600570
2005 0.3920491933822632 1.244648218154907 0.8314893543720245 0.7865879759192467 0.8240644774600570
2006 0.3607420623302460 1.930615186691284 0.8575201034545898 0.8816069290041924 0.8240644774600570
2007 0.3574982285499573 1.318231463432312 0.8134521543979645 0.7794548099239668 0.8240644774600570
2008 0.4135197401046753 1.388375043869019 0.8909049928188324 0.8027507985631625 0.8240644774600570
2009 0.3981256186962128 1.309996962547302 0.8417265117168427 0.8516757140556971 0.8240644774600570
2010 0.4569474160671234 1.483767151832581 0.9259646534919739 0.9161422277490298 0.8240644774600570
2011 0.5077082514762878 1.285420060157776 0.8127838075160980 0.8268129924933115 0.8240644774600570
2012 0.4276792705059052 1.289075374603272 0.7965344786643982 0.7845502148071925 0.8240644774600570
2013 0.5312459468841553 1.304692029953003 0.8420810699462891 0.8959824641545614 0.8240644774600570
