PERIOD MIN MAX MED MEAN PERIOD_MEAN
1997 0.2178442478179932 0.3647234439849854 0.2652893289923668 0.2834686771035194 0.4322306408455559
1998 0.2044166922569275 0.3656959533691406 0.2909029126167297 0.2863817848265171 0.4322306408455559
1999 0.3508773148059845 0.5475470423698425 0.4728337526321411 0.4594679077466329 0.4322306408455559
2000 0.3748654723167419 0.8535002470016480 0.4730598926544190 0.5298151001334190 0.4322306408455559
2001 0.3114043772220612 0.6636454463005066 0.4610488712787628 0.4794501190384229 0.4322306408455559
2002 0.3859266936779022 0.5693476200103760 0.4179546684026718 0.4482647354404132 0.4322306408455559
2003 0.3824862837791443 0.5319756865501404 0.4188805371522903 0.4380852803587914 0.4322306408455559
2004 0.3965527415275574 0.6255708336830139 0.4485781192779541 0.4633258556326230 0.4322306408455559
2005 0.3520148098468781 0.5873992443084717 0.4182268381118774 0.4331861039002736 0.4322306408455559
2006 0.3307216167449951 0.6926857829093933 0.4109175056219101 0.4598624606927236 0.4322306408455559
2007 0.3809604346752167 0.5696320533752441 0.4700849056243897 0.4716761559247971 0.4322306408455559
2008 0.3543084859848023 0.5746312737464905 0.4289015382528305 0.4619696686665217 0.4322306408455559
2009 0.3048425018787384 0.6625601649284363 0.3810366392135620 0.4293769076466560 0.4322306408455559
2010 0.3554145097732544 0.4855809509754181 0.4059266299009323 0.4166617542505264 0.4322306408455559
2011 0.3882679045200348 0.6794492006301880 0.4938299506902695 0.4998146121700605 0.4322306408455559
2012 0.2680894434452057 0.7126747369766235 0.3179229795932770 0.3970539420843124 0.4322306408455559
2013 0.3261850476264954 0.4534433186054230 0.3829971700906754 0.3900598287582398 0.4322306408455559
