PERIOD MIN MAX MED MEAN PERIOD_MEAN
1997 0.7160777449607849 2.804184675216675 1.378489971160889 1.540666639804840 1.292799240306896
1998 0.4444874525070190 18.89896392822266 1.018401682376862 3.532332085072994 1.292799240306896
1999 0.4236740171909332 2.289742946624756 0.9909672439098358 1.141831886023283 1.292799240306896
2000 0.5765936970710754 3.648223876953125 0.9635450243949890 1.284182898700237 1.292799240306896
2001 0.3162891864776611 3.523588657379150 0.9571737349033356 1.291414842009544 1.292799240306896
2002 0.3430998027324677 1.484957098960877 0.7407385110855103 0.7953814305365086 1.292799240306896
2003 0.3132628798484802 7.364967823028565 0.7848633825778961 1.602599948644638 1.292799240306896
2004 0.3337036669254303 1.199241876602173 0.7674612700939179 0.7676853835582733 1.292799240306896
2005 0.2124241292476654 3.219705581665039 0.8137191534042358 0.9839585311710835 1.292799240306896
2006 0.2878603935241699 3.771663904190064 0.7482629120349884 1.094790183007717 1.292799240306896
2007 0.4544268846511841 2.986137628555298 0.7639873027801514 0.9913765490055084 1.292799240306896
2008 0.3710628449916840 5.206179141998291 0.8033232390880585 1.283487476408482 1.292799240306896
2009 0.2707296907901764 3.100370883941650 0.8905824124813080 1.043487906455994 1.292799240306896
2010 0.1924084722995758 3.079776525497437 0.6904709935188294 1.027177710086107 1.292799240306896
2011 0.3361676037311554 2.249145507812500 0.7551329731941223 0.9461042843759060 1.292799240306896
2012 0.2570167779922485 7.828240871429443 0.8726246953010559 1.766327537596226 1.292799240306896
2013 0.3035352826118469 1.426497817039490 0.9045470356941223 0.8847817927598953 1.292799240306896
