30 agulhas_current.csv
32 arabian_sea.csv
23 baltic_sea.csv
20 barents_sea.csv
34 bay_of_bengal.csv
55 beaufort_sea.csv
29 benguela_current.csv
62 black_sea.csv
3 california_current.csv
27 canary_current.csv
12 caribbean_sea.csv
24 celtic_biscay_shelf.csv
54 chukchi_sea.csv
1 east_bering_sea.csv
16 east_brazil_shelf.csv
41 east_central_australian_shelf.csv
47 east_china_sea.csv
59 east_greenland_shelf.csv
56 east_siberian_sea.csv
60 faroe_plateau.csv
28 guinea_current.csv
2 gulf_of_alaska.csv
4 gulf_of_california.csv
5 gulf_of_mexico.csv
35 gulf_of_thailand.csv
63 hudson_bay.csv
13 humboldt_current.csv
25 iberian_coastal.csv
19 iceland_shelf.csv
38 indonesian_sea.csv
10 insular_pacific_hawaiian.csv
58 kara_sea.csv
49 kuroshio_current.csv
57 laptev_sea.csv
26 mediterranean_sea.csv
9 newfoundland_labrador_shelf.csv
46 new_zealand_shelf.csv
39 north_australian_shelf.csv
17 north_brazil_shelf.csv
40 northeast_australian_shelf.csv
7 northeast_us_continental_shelf.csv
22 north_sea.csv
45 northwest_australian_shelf.csv
21 norwegian_sea.csv
51 oyashio_current.csv
11 pacific_central_american_coastal.csv
14 patagonian_shelf.csv
33 red_sea.csv
8 scotian_shelf.csv
50 sea_of_japan.csv
52 sea_of_okhotsk.csv
31 somali_coastal_current.csv
15 south_brazil_shelf.csv
36 south_china_sea.csv
42 southeast_australian_shelf.csv
6 southeast_us_continental_shelf.csv
43 southwest_australian_shelf.csv
37 sulu_celebes_sea.csv
53 west_bering_sea.csv
44 west_central_australian_shelf.csv
18 west_greenland_shelf.csv
48 yellow_sea.csv
