PERIOD MIN MAX MED MEAN PERIOD_MEAN
1997 0.3027752935886383 0.7054350972175598 0.4650242924690247 0.4780274957418442 0.6895450564283950
1998 0.4137010872364044 0.8480883240699768 0.6066141724586487 0.6074901943405470 0.6895450564283950
1999 0.4421958327293396 0.9512827992439270 0.8019611835479736 0.7492658570408821 0.6895450564283950
2000 0.5765219926834106 0.8852789402008057 0.6789739429950714 0.6970410098632177 0.6895450564283950
2001 0.4758432507514954 0.8517050147056580 0.6767658293247223 0.6642927924791972 0.6895450564283950
2002 0.5092887878417969 0.9171785712242127 0.6488293111324310 0.6901173343261083 0.6895450564283950
2003 0.5550397634506226 1.033259987831116 0.8113853037357330 0.7691961030165354 0.6895450564283950
2004 0.5156882405281067 0.9994858503341675 0.8152405023574829 0.7781669994195303 0.6895450564283950
2005 0.5607249736785889 1.125638723373413 0.8233532309532166 0.7877015372117361 0.6895450564283950
2006 0.5259220004081726 0.9679036140441895 0.6963972449302673 0.7302397588888804 0.6895450564283950
2007 0.4968941807746887 0.8055846095085144 0.6961266994476318 0.6835617174704870 0.6895450564283950
2008 0.4626552760601044 1.127838611602783 0.7063246965408325 0.7064525857567787 0.6895450564283950
2009 0.5106294751167297 0.9106219410896301 0.6837547421455383 0.6717072526613871 0.6895450564283950
2010 0.5142468810081482 0.7977191209793091 0.6840452849864960 0.6750952253739039 0.6895450564283950
2011 0.5086977481842041 0.8458313345909119 0.7100797295570374 0.6946523636579514 0.6895450564283950
2012 0.5778785347938538 0.7388532757759094 0.6188114881515503 0.6282715052366257 0.6895450564283950
2013 0.6136275529861450 0.8331569433212280 0.6693773567676544 0.7109862267971039 0.6895450564283950
