LME,LME_NUM,YEAR,MEAN
AGULHAS_CURRENT,30,1998,0.5234
AGULHAS_CURRENT,30,1999,0.5062
AGULHAS_CURRENT,30,2000,0.5170
AGULHAS_CURRENT,30,2001,0.5216
AGULHAS_CURRENT,30,2002,0.5386
AGULHAS_CURRENT,30,2003,0.5259
AGULHAS_CURRENT,30,2004,0.4827
AGULHAS_CURRENT,30,2005,0.5068
AGULHAS_CURRENT,30,2006,0.5071
AGULHAS_CURRENT,30,2007,0.4971
AGULHAS_CURRENT,30,2008,0.4788
AGULHAS_CURRENT,30,2009,0.4568
AGULHAS_CURRENT,30,2010,0.4825
AGULHAS_CURRENT,30,2011,0.4659
AGULHAS_CURRENT,30,2012,0.4612
AGULHAS_CURRENT,30,2013,0.4687
