LME,LME_NUM,YEAR,MEAN
GULF_OF_CALIFORNIA,4,1998,1.238
GULF_OF_CALIFORNIA,4,1999,1.338
GULF_OF_CALIFORNIA,4,2000,1.580
GULF_OF_CALIFORNIA,4,2001,1.481
GULF_OF_CALIFORNIA,4,2002,1.356
GULF_OF_CALIFORNIA,4,2003,1.276
GULF_OF_CALIFORNIA,4,2004,1.174
GULF_OF_CALIFORNIA,4,2005,1.237
GULF_OF_CALIFORNIA,4,2006,1.329
GULF_OF_CALIFORNIA,4,2007,1.318
GULF_OF_CALIFORNIA,4,2008,1.435
GULF_OF_CALIFORNIA,4,2009,1.325
GULF_OF_CALIFORNIA,4,2010,1.238
GULF_OF_CALIFORNIA,4,2011,1.403
GULF_OF_CALIFORNIA,4,2012,1.430
GULF_OF_CALIFORNIA,4,2013,1.126
