LME,LME_NUM,YEAR,MEAN
WEST_BERING_SEA,53,1998,0.8791
WEST_BERING_SEA,53,1999,0.5987
WEST_BERING_SEA,53,2000,0.6531
WEST_BERING_SEA,53,2001,0.6060
WEST_BERING_SEA,53,2002,0.6408
WEST_BERING_SEA,53,2003,0.5388
WEST_BERING_SEA,53,2004,0.6814
WEST_BERING_SEA,53,2005,0.5990
WEST_BERING_SEA,53,2006,0.5647
WEST_BERING_SEA,53,2007,0.3980
WEST_BERING_SEA,53,2008,0.6955
WEST_BERING_SEA,53,2009,0.5516
WEST_BERING_SEA,53,2010,0.6823
WEST_BERING_SEA,53,2011,0.5635
WEST_BERING_SEA,53,2012,0.6589
WEST_BERING_SEA,53,2013,0.6239
