LME,LME_NUM,YEAR,MEAN
BAY_OF_BENGAL,34,1998,1.114
BAY_OF_BENGAL,34,1999,1.005
BAY_OF_BENGAL,34,2000,0.9095
BAY_OF_BENGAL,34,2001,0.8803
BAY_OF_BENGAL,34,2002,0.8919
BAY_OF_BENGAL,34,2003,0.8881
BAY_OF_BENGAL,34,2004,0.8816
BAY_OF_BENGAL,34,2005,0.8770
BAY_OF_BENGAL,34,2006,0.8731
BAY_OF_BENGAL,34,2007,0.8994
BAY_OF_BENGAL,34,2008,0.8434
BAY_OF_BENGAL,34,2009,0.8375
BAY_OF_BENGAL,34,2010,0.8725
BAY_OF_BENGAL,34,2011,0.7765
BAY_OF_BENGAL,34,2012,0.7818
BAY_OF_BENGAL,34,2013,0.7642
