LME,LME_NUM,YEAR,MEAN
INSULAR_PACIFIC_HAWAIIAN,10,1998,0.2167
INSULAR_PACIFIC_HAWAIIAN,10,1999,0.2118
INSULAR_PACIFIC_HAWAIIAN,10,2000,0.1951
INSULAR_PACIFIC_HAWAIIAN,10,2001,0.2005
INSULAR_PACIFIC_HAWAIIAN,10,2002,0.2080
INSULAR_PACIFIC_HAWAIIAN,10,2003,0.2022
INSULAR_PACIFIC_HAWAIIAN,10,2004,0.1985
INSULAR_PACIFIC_HAWAIIAN,10,2005,0.2017
INSULAR_PACIFIC_HAWAIIAN,10,2006,0.1975
INSULAR_PACIFIC_HAWAIIAN,10,2007,0.1959
INSULAR_PACIFIC_HAWAIIAN,10,2008,0.1849
INSULAR_PACIFIC_HAWAIIAN,10,2009,0.1773
INSULAR_PACIFIC_HAWAIIAN,10,2010,0.2067
INSULAR_PACIFIC_HAWAIIAN,10,2011,0.1976
INSULAR_PACIFIC_HAWAIIAN,10,2012,0.1895
INSULAR_PACIFIC_HAWAIIAN,10,2013,0.1818
