LME,LME_NUM,YEAR,MEAN
NEW_ZEALAND_SHELF,46,1998,0.4810
NEW_ZEALAND_SHELF,46,1999,0.4092
NEW_ZEALAND_SHELF,46,2000,0.4051
NEW_ZEALAND_SHELF,46,2001,0.4065
NEW_ZEALAND_SHELF,46,2002,0.4098
NEW_ZEALAND_SHELF,46,2003,0.4141
NEW_ZEALAND_SHELF,46,2004,0.4178
NEW_ZEALAND_SHELF,46,2005,0.4102
NEW_ZEALAND_SHELF,46,2006,0.4183
NEW_ZEALAND_SHELF,46,2007,0.4220
NEW_ZEALAND_SHELF,46,2008,0.4093
NEW_ZEALAND_SHELF,46,2009,0.4169
NEW_ZEALAND_SHELF,46,2010,0.4229
NEW_ZEALAND_SHELF,46,2011,0.3777
NEW_ZEALAND_SHELF,46,2012,0.3727
NEW_ZEALAND_SHELF,46,2013,0.4098
