LME,LME_NUM,YEAR,MEAN
BALTIC_SEA,23,1998,1.674
BALTIC_SEA,23,1999,2.018
BALTIC_SEA,23,2000,1.687
BALTIC_SEA,23,2001,1.779
BALTIC_SEA,23,2002,1.966
BALTIC_SEA,23,2003,1.781
BALTIC_SEA,23,2004,1.699
BALTIC_SEA,23,2005,1.901
BALTIC_SEA,23,2006,1.934
BALTIC_SEA,23,2007,1.806
BALTIC_SEA,23,2008,2.233
BALTIC_SEA,23,2009,2.100
BALTIC_SEA,23,2010,2.199
BALTIC_SEA,23,2011,1.989
BALTIC_SEA,23,2012,2.184
BALTIC_SEA,23,2013,2.383
