LME,LME_NUM,YEAR,MEAN
CANADIAN_HIGH_ARCTIC_NORTH_GREENLAND,66,1998,0.6465
CANADIAN_HIGH_ARCTIC_NORTH_GREENLAND,66,1999,1.100
CANADIAN_HIGH_ARCTIC_NORTH_GREENLAND,66,2000,0.6537
CANADIAN_HIGH_ARCTIC_NORTH_GREENLAND,66,2001,0.7896
CANADIAN_HIGH_ARCTIC_NORTH_GREENLAND,66,2002,0.4618
CANADIAN_HIGH_ARCTIC_NORTH_GREENLAND,66,2003,0.5476
CANADIAN_HIGH_ARCTIC_NORTH_GREENLAND,66,2004,0.5569
CANADIAN_HIGH_ARCTIC_NORTH_GREENLAND,66,2005,0.4226
CANADIAN_HIGH_ARCTIC_NORTH_GREENLAND,66,2006,0.5013
CANADIAN_HIGH_ARCTIC_NORTH_GREENLAND,66,2007,0.4501
CANADIAN_HIGH_ARCTIC_NORTH_GREENLAND,66,2008,0.6323
CANADIAN_HIGH_ARCTIC_NORTH_GREENLAND,66,2009,0.7543
CANADIAN_HIGH_ARCTIC_NORTH_GREENLAND,66,2010,0.3926
CANADIAN_HIGH_ARCTIC_NORTH_GREENLAND,66,2011,0.4645
CANADIAN_HIGH_ARCTIC_NORTH_GREENLAND,66,2012,0.5039
CANADIAN_HIGH_ARCTIC_NORTH_GREENLAND,66,2013,0.6978
