LME,LME_NUM,YEAR,MEAN
ANTARCTICA,61,1998,0.5712
ANTARCTICA,61,1999,0.8684
ANTARCTICA,61,2000,0.7275
ANTARCTICA,61,2001,1.003
ANTARCTICA,61,2002,0.7264
ANTARCTICA,61,2003,0.5294
ANTARCTICA,61,2004,0.7238
ANTARCTICA,61,2005,0.6171
ANTARCTICA,61,2006,0.6550
ANTARCTICA,61,2007,0.6385
ANTARCTICA,61,2008,0.5912
ANTARCTICA,61,2009,0.6675
ANTARCTICA,61,2010,0.7576
ANTARCTICA,61,2011,0.6272
ANTARCTICA,61,2012,0.6215
ANTARCTICA,61,2013,0.7385
