LME,LME_NUM,YEAR,MEAN
ALEUTIAN_ISLANDS,65,1998,0.6489
ALEUTIAN_ISLANDS,65,1999,0.6152
ALEUTIAN_ISLANDS,65,2000,0.4933
ALEUTIAN_ISLANDS,65,2001,0.5025
ALEUTIAN_ISLANDS,65,2002,0.4926
ALEUTIAN_ISLANDS,65,2003,0.4491
ALEUTIAN_ISLANDS,65,2004,0.4268
ALEUTIAN_ISLANDS,65,2005,0.4098
ALEUTIAN_ISLANDS,65,2006,0.4091
ALEUTIAN_ISLANDS,65,2007,0.3403
ALEUTIAN_ISLANDS,65,2008,0.5024
ALEUTIAN_ISLANDS,65,2009,0.4223
ALEUTIAN_ISLANDS,65,2010,0.3819
ALEUTIAN_ISLANDS,65,2011,0.4429
ALEUTIAN_ISLANDS,65,2012,0.4635
ALEUTIAN_ISLANDS,65,2013,0.4875
