LME,LME_NUM,YEAR,MEAN
EAST_CENTRAL_AUSTRALIAN_SHELF,41,1998,0.3759
EAST_CENTRAL_AUSTRALIAN_SHELF,41,1999,0.3628
EAST_CENTRAL_AUSTRALIAN_SHELF,41,2000,0.3313
EAST_CENTRAL_AUSTRALIAN_SHELF,41,2001,0.3598
EAST_CENTRAL_AUSTRALIAN_SHELF,41,2002,0.3587
EAST_CENTRAL_AUSTRALIAN_SHELF,41,2003,0.3577
EAST_CENTRAL_AUSTRALIAN_SHELF,41,2004,0.3504
EAST_CENTRAL_AUSTRALIAN_SHELF,41,2005,0.3366
EAST_CENTRAL_AUSTRALIAN_SHELF,41,2006,0.3370
EAST_CENTRAL_AUSTRALIAN_SHELF,41,2007,0.3236
EAST_CENTRAL_AUSTRALIAN_SHELF,41,2008,0.3056
EAST_CENTRAL_AUSTRALIAN_SHELF,41,2009,0.3555
EAST_CENTRAL_AUSTRALIAN_SHELF,41,2010,0.3480
EAST_CENTRAL_AUSTRALIAN_SHELF,41,2011,0.3158
EAST_CENTRAL_AUSTRALIAN_SHELF,41,2012,0.3639
EAST_CENTRAL_AUSTRALIAN_SHELF,41,2013,0.3529
