LME,LME_NUM,YEAR,MEAN
EAST_SIBERIAN_SEA,56,1998,0.0000
EAST_SIBERIAN_SEA,56,1999,0.9528
EAST_SIBERIAN_SEA,56,2000,0.9710
EAST_SIBERIAN_SEA,56,2001,0.9817
EAST_SIBERIAN_SEA,56,2002,0.7878
EAST_SIBERIAN_SEA,56,2003,0.5190
EAST_SIBERIAN_SEA,56,2004,0.6124
EAST_SIBERIAN_SEA,56,2005,0.5378
EAST_SIBERIAN_SEA,56,2006,0.4671
EAST_SIBERIAN_SEA,56,2007,0.4412
EAST_SIBERIAN_SEA,56,2008,0.6114
EAST_SIBERIAN_SEA,56,2009,0.6774
EAST_SIBERIAN_SEA,56,2010,0.6897
EAST_SIBERIAN_SEA,56,2011,0.7322
EAST_SIBERIAN_SEA,56,2012,0.6365
EAST_SIBERIAN_SEA,56,2013,1.060
