LME,LME_NUM,YEAR,MEAN
MEDITERRANEAN_SEA,26,1998,0.3441
MEDITERRANEAN_SEA,26,1999,0.3548
MEDITERRANEAN_SEA,26,2000,0.3170
MEDITERRANEAN_SEA,26,2001,0.2988
MEDITERRANEAN_SEA,26,2002,0.2921
MEDITERRANEAN_SEA,26,2003,0.3034
MEDITERRANEAN_SEA,26,2004,0.2995
MEDITERRANEAN_SEA,26,2005,0.3102
MEDITERRANEAN_SEA,26,2006,0.3162
MEDITERRANEAN_SEA,26,2007,0.3029
MEDITERRANEAN_SEA,26,2008,0.2947
MEDITERRANEAN_SEA,26,2009,0.3026
MEDITERRANEAN_SEA,26,2010,0.3168
MEDITERRANEAN_SEA,26,2011,0.2899
MEDITERRANEAN_SEA,26,2012,0.2889
MEDITERRANEAN_SEA,26,2013,0.2960
