LME,LME_NUM,YEAR,MEAN
ICELAND_SHELF_AND_SEA,59,1998,0.7910
ICELAND_SHELF_AND_SEA,59,1999,0.6617
ICELAND_SHELF_AND_SEA,59,2000,0.5991
ICELAND_SHELF_AND_SEA,59,2001,0.5726
ICELAND_SHELF_AND_SEA,59,2002,0.5375
ICELAND_SHELF_AND_SEA,59,2003,0.5341
ICELAND_SHELF_AND_SEA,59,2004,0.5254
ICELAND_SHELF_AND_SEA,59,2005,0.6028
ICELAND_SHELF_AND_SEA,59,2006,0.5555
ICELAND_SHELF_AND_SEA,59,2007,0.5358
ICELAND_SHELF_AND_SEA,59,2008,0.6064
ICELAND_SHELF_AND_SEA,59,2009,0.5682
ICELAND_SHELF_AND_SEA,59,2010,0.5000
ICELAND_SHELF_AND_SEA,59,2011,0.5750
ICELAND_SHELF_AND_SEA,59,2012,0.6004
ICELAND_SHELF_AND_SEA,59,2013,0.6340
