LME,LME_NUM,YEAR,MONTH,MEAN
SOUTHEAST_AUSTRALIAN_SHELF,42,2003,06,0.2107
SOUTHEAST_AUSTRALIAN_SHELF,42,2003,07,0.1933
SOUTHEAST_AUSTRALIAN_SHELF,42,2003,08,0.1960
SOUTHEAST_AUSTRALIAN_SHELF,42,2003,09,0.2280
SOUTHEAST_AUSTRALIAN_SHELF,42,2003,10,0.3167
SOUTHEAST_AUSTRALIAN_SHELF,42,2003,11,0.3943
SOUTHEAST_AUSTRALIAN_SHELF,42,2003,12,0.3422
SOUTHEAST_AUSTRALIAN_SHELF,42,2004,01,0.2895
SOUTHEAST_AUSTRALIAN_SHELF,42,2004,02,0.2632
SOUTHEAST_AUSTRALIAN_SHELF,42,2004,03,0.2686
SOUTHEAST_AUSTRALIAN_SHELF,42,2004,04,0.2860
SOUTHEAST_AUSTRALIAN_SHELF,42,2004,05,0.2409
SOUTHEAST_AUSTRALIAN_SHELF,42,2004,06,0.2202
SOUTHEAST_AUSTRALIAN_SHELF,42,2004,07,0.1943
SOUTHEAST_AUSTRALIAN_SHELF,42,2004,08,0.2211
SOUTHEAST_AUSTRALIAN_SHELF,42,2004,09,0.3074
SOUTHEAST_AUSTRALIAN_SHELF,42,2004,10,0.3523
SOUTHEAST_AUSTRALIAN_SHELF,42,2004,11,0.3015
SOUTHEAST_AUSTRALIAN_SHELF,42,2004,12,0.2600
SOUTHEAST_AUSTRALIAN_SHELF,42,2005,01,0.2548
SOUTHEAST_AUSTRALIAN_SHELF,42,2005,02,0.2695
SOUTHEAST_AUSTRALIAN_SHELF,42,2005,03,0.2809
SOUTHEAST_AUSTRALIAN_SHELF,42,2005,04,0.2867
SOUTHEAST_AUSTRALIAN_SHELF,42,2005,05,0.2542
SOUTHEAST_AUSTRALIAN_SHELF,42,2005,06,0.2375
SOUTHEAST_AUSTRALIAN_SHELF,42,2005,07,0.2227
SOUTHEAST_AUSTRALIAN_SHELF,42,2005,08,0.2236
SOUTHEAST_AUSTRALIAN_SHELF,42,2005,09,0.2999
SOUTHEAST_AUSTRALIAN_SHELF,42,2005,10,0.3134
SOUTHEAST_AUSTRALIAN_SHELF,42,2005,11,0.3361
SOUTHEAST_AUSTRALIAN_SHELF,42,2005,12,0.3104
SOUTHEAST_AUSTRALIAN_SHELF,42,2006,01,0.2684
SOUTHEAST_AUSTRALIAN_SHELF,42,2006,02,0.2496
