LME,LME_NUM,YEAR,MEAN
SOMALI_COASTAL_CURRENT,31,1998,0.7386
SOMALI_COASTAL_CURRENT,31,1999,0.7530
SOMALI_COASTAL_CURRENT,31,2000,0.7709
SOMALI_COASTAL_CURRENT,31,2001,0.7875
SOMALI_COASTAL_CURRENT,31,2002,0.8881
SOMALI_COASTAL_CURRENT,31,2003,0.8881
SOMALI_COASTAL_CURRENT,31,2004,0.8368
SOMALI_COASTAL_CURRENT,31,2005,0.8173
SOMALI_COASTAL_CURRENT,31,2006,0.7393
SOMALI_COASTAL_CURRENT,31,2007,0.7004
SOMALI_COASTAL_CURRENT,31,2008,0.6635
SOMALI_COASTAL_CURRENT,31,2009,0.6601
SOMALI_COASTAL_CURRENT,31,2010,0.7339
SOMALI_COASTAL_CURRENT,31,2011,0.5972
SOMALI_COASTAL_CURRENT,31,2012,0.6071
SOMALI_COASTAL_CURRENT,31,2013,0.6543
