LME,LME_NUM,YEAR,MEAN
SOUTHEAST_US_CONTINENTAL_SHELF,6,1998,0.9962
SOUTHEAST_US_CONTINENTAL_SHELF,6,1999,0.6946
SOUTHEAST_US_CONTINENTAL_SHELF,6,2000,0.5826
SOUTHEAST_US_CONTINENTAL_SHELF,6,2001,0.5751
SOUTHEAST_US_CONTINENTAL_SHELF,6,2002,0.5627
SOUTHEAST_US_CONTINENTAL_SHELF,6,2003,0.7272
SOUTHEAST_US_CONTINENTAL_SHELF,6,2004,0.6443
SOUTHEAST_US_CONTINENTAL_SHELF,6,2005,0.6735
SOUTHEAST_US_CONTINENTAL_SHELF,6,2006,0.6381
SOUTHEAST_US_CONTINENTAL_SHELF,6,2007,0.6108
SOUTHEAST_US_CONTINENTAL_SHELF,6,2008,0.6023
SOUTHEAST_US_CONTINENTAL_SHELF,6,2009,0.6137
SOUTHEAST_US_CONTINENTAL_SHELF,6,2010,0.6223
SOUTHEAST_US_CONTINENTAL_SHELF,6,2011,0.5684
SOUTHEAST_US_CONTINENTAL_SHELF,6,2012,0.5597
SOUTHEAST_US_CONTINENTAL_SHELF,6,2013,0.5714
