LME,LME_NUM,YEAR,MEAN
INDONESIAN_SEA,38,1998,1.030
INDONESIAN_SEA,38,1999,1.114
INDONESIAN_SEA,38,2000,0.9926
INDONESIAN_SEA,38,2001,1.025
INDONESIAN_SEA,38,2002,1.061
INDONESIAN_SEA,38,2003,1.078
INDONESIAN_SEA,38,2004,1.070
INDONESIAN_SEA,38,2005,1.089
INDONESIAN_SEA,38,2006,1.051
INDONESIAN_SEA,38,2007,1.030
INDONESIAN_SEA,38,2008,0.9569
INDONESIAN_SEA,38,2009,0.9287
INDONESIAN_SEA,38,2010,0.9685
INDONESIAN_SEA,38,2011,0.9350
INDONESIAN_SEA,38,2012,0.8771
INDONESIAN_SEA,38,2013,0.8734
