LME,LME_NUM,YEAR,MEAN
GULF_OF_MEXICO,5,1998,0.9656
GULF_OF_MEXICO,5,1999,0.7378
GULF_OF_MEXICO,5,2000,0.6696
GULF_OF_MEXICO,5,2001,0.7100
GULF_OF_MEXICO,5,2002,0.7329
GULF_OF_MEXICO,5,2003,0.7258
GULF_OF_MEXICO,5,2004,0.6995
GULF_OF_MEXICO,5,2005,0.7487
GULF_OF_MEXICO,5,2006,0.6645
GULF_OF_MEXICO,5,2007,0.6939
GULF_OF_MEXICO,5,2008,0.7575
GULF_OF_MEXICO,5,2009,0.7097
GULF_OF_MEXICO,5,2010,0.7510
GULF_OF_MEXICO,5,2011,0.7121
GULF_OF_MEXICO,5,2012,0.6026
GULF_OF_MEXICO,5,2013,0.6665
