LME,LME_NUM,YEAR,MEAN
NORTH_AUSTRALIAN_SHELF,39,1998,1.389
NORTH_AUSTRALIAN_SHELF,39,1999,1.251
NORTH_AUSTRALIAN_SHELF,39,2000,1.147
NORTH_AUSTRALIAN_SHELF,39,2001,1.273
NORTH_AUSTRALIAN_SHELF,39,2002,1.248
NORTH_AUSTRALIAN_SHELF,39,2003,1.349
NORTH_AUSTRALIAN_SHELF,39,2004,1.317
NORTH_AUSTRALIAN_SHELF,39,2005,1.367
NORTH_AUSTRALIAN_SHELF,39,2006,1.231
NORTH_AUSTRALIAN_SHELF,39,2007,1.266
NORTH_AUSTRALIAN_SHELF,39,2008,1.195
NORTH_AUSTRALIAN_SHELF,39,2009,1.247
NORTH_AUSTRALIAN_SHELF,39,2010,1.342
NORTH_AUSTRALIAN_SHELF,39,2011,1.149
NORTH_AUSTRALIAN_SHELF,39,2012,1.116
NORTH_AUSTRALIAN_SHELF,39,2013,1.209
