LME,LME_NUM,YEAR,MEAN
WEST_CENTRAL_AUSTRALIAN_SHELF,44,1998,0.3467
WEST_CENTRAL_AUSTRALIAN_SHELF,44,1999,0.3924
WEST_CENTRAL_AUSTRALIAN_SHELF,44,2000,0.3985
WEST_CENTRAL_AUSTRALIAN_SHELF,44,2001,0.4158
WEST_CENTRAL_AUSTRALIAN_SHELF,44,2002,0.3301
WEST_CENTRAL_AUSTRALIAN_SHELF,44,2003,0.3508
WEST_CENTRAL_AUSTRALIAN_SHELF,44,2004,0.3742
WEST_CENTRAL_AUSTRALIAN_SHELF,44,2005,0.3877
WEST_CENTRAL_AUSTRALIAN_SHELF,44,2006,0.3999
WEST_CENTRAL_AUSTRALIAN_SHELF,44,2007,0.3798
WEST_CENTRAL_AUSTRALIAN_SHELF,44,2008,0.4033
WEST_CENTRAL_AUSTRALIAN_SHELF,44,2009,0.3758
WEST_CENTRAL_AUSTRALIAN_SHELF,44,2010,0.3616
WEST_CENTRAL_AUSTRALIAN_SHELF,44,2011,0.3634
WEST_CENTRAL_AUSTRALIAN_SHELF,44,2012,0.3449
WEST_CENTRAL_AUSTRALIAN_SHELF,44,2013,0.3594
