LME,LME_NUM,YEAR,MEAN
NORTHWEST_AUSTRALIAN_SHELF,45,1998,0.5975
NORTHWEST_AUSTRALIAN_SHELF,45,1999,0.6646
NORTHWEST_AUSTRALIAN_SHELF,45,2000,0.6335
NORTHWEST_AUSTRALIAN_SHELF,45,2001,0.6320
NORTHWEST_AUSTRALIAN_SHELF,45,2002,0.6100
NORTHWEST_AUSTRALIAN_SHELF,45,2003,0.6165
NORTHWEST_AUSTRALIAN_SHELF,45,2004,0.6998
NORTHWEST_AUSTRALIAN_SHELF,45,2005,0.6412
NORTHWEST_AUSTRALIAN_SHELF,45,2006,0.6590
NORTHWEST_AUSTRALIAN_SHELF,45,2007,0.6317
NORTHWEST_AUSTRALIAN_SHELF,45,2008,0.6223
NORTHWEST_AUSTRALIAN_SHELF,45,2009,0.5666
NORTHWEST_AUSTRALIAN_SHELF,45,2010,0.5890
NORTHWEST_AUSTRALIAN_SHELF,45,2011,0.5827
NORTHWEST_AUSTRALIAN_SHELF,45,2012,0.5851
NORTHWEST_AUSTRALIAN_SHELF,45,2013,0.5632
