LME,LME_NUM,YEAR,MEAN
GREENLAND_SEA,19,1998,0.6861
GREENLAND_SEA,19,1999,0.6418
GREENLAND_SEA,19,2000,0.5403
GREENLAND_SEA,19,2001,0.5007
GREENLAND_SEA,19,2002,0.4543
GREENLAND_SEA,19,2003,0.3959
GREENLAND_SEA,19,2004,0.4071
GREENLAND_SEA,19,2005,0.4253
GREENLAND_SEA,19,2006,0.4718
GREENLAND_SEA,19,2007,0.4564
GREENLAND_SEA,19,2008,0.4956
GREENLAND_SEA,19,2009,0.4749
GREENLAND_SEA,19,2010,0.4229
GREENLAND_SEA,19,2011,0.4583
GREENLAND_SEA,19,2012,0.4240
GREENLAND_SEA,19,2013,0.5362
