Year,Collapsed,Overexploited,Exploited,Developing,Rebuilding
1950,0,0,164391,10747,0
1951,0,0,159793.666666667,12833.6666666667,0
1952,0,0,159371.333333333,15700,0
1953,0,0,184052,15153.6666666667,0
1954,0,918,195920.666666667,13874.6666666667,0
1955,0,1836,213284,12795,0
1956,0,2699.66666666667,212677.333333333,16025.3333333333,0
1957,0,2998.33333333333,219329.666666667,12625,0
1958,0,3205.33333333333,232130,7323,0
1959,0,3800,244503.333333333,731,0
1960,0,3805,259556.666666667,370.666666666667,0
1961,0,3774.66666666667,271189,525,0
1962,7067.33333333333,2842.66666666667,186553.666666667,675.333333333333,0
1963,12263.6666666667,3991.66666666667,96170.6666666667,739,0
1964,13364.6666666667,12735,41.3333333333333,833.333333333333,0
1965,7003.66666666667,24135,68.3333333333333,986,0
1966,8002.33333333333,22246.6666666667,68.3333333333333,1165.33333333333,0
1967,15120.6666666667,12673,27,3572,0
1968,17897,981.666666666667,0,4719,0
1969,13200.6666666667,904.333333333333,0,5355,0
1970,6352.66666666667,1010.33333333333,6699.33333333333,5042.66666666667,0
1971,3904.33333333333,2434,9564.33333333333,4166,0
1972,2729.33333333333,4061,9564.33333333333,5295.66666666667,0
1973,1650,6661.66666666667,2865,6170.33333333333,260.333333333333
1974,1564.66666666667,6902.66666666667,0,9135,562.666666666667
1975,2045,6949.33333333333,2212.33333333333,10149.6666666667,562.666666666667
1976,2774.33333333333,4967,2212.33333333333,11689.6666666667,302.333333333333
1977,2608.66666666667,3771,2212.33333333333,11167.6666666667,86
1978,2562.33333333333,1756.66666666667,523,11053,341.666666666667
1979,2167.33333333333,1134.66666666667,523,9811,341.666666666667
1980,1887.33333333333,683,551.333333333333,12585,255.666666666667
1981,1836.66666666667,908,65,14241,0
1982,1568,689,65,16418,0
1983,1565.33333333333,545.333333333333,36.6666666666667,14358.6666666667,0
1984,1154.33333333333,359.333333333333,0,14797,0
1985,1024.66666666667,299.333333333333,0,14450,0
1986,838.333333333333,198,0,17382,0
1987,1497,181.666666666667,0,19177.6666666667,0
1988,2724.33333333333,99,7723.33333333333,14364.6666666667,0
1989,3659.33333333333,97,18273,7608.33333333333,0
1990,3156.66666666667,204,28917,599.666666666667,0
1991,1891.33333333333,552.666666666667,33478.3333333333,0.666666666666667,0
1992,755.666666666667,1188.66666666667,25411.6666666667,6770,0
1993,866.333333333333,2664.66666666667,16153.3333333333,13942,0
1994,1156.66666666667,4295.66666666667,11178.3333333333,14537.3333333333,0
1995,1457,5037,9958,15197,0
1996,1279,5438.33333333333,9716,14292.6666666667,0
1997,1144.33333333333,4572.66666666667,4800.66666666667,20752,0
1998,1019.66666666667,4403,13570.6666666667,13441.3333333333,0
1999,4620,3157.66666666667,21198.3333333333,7524.66666666667,0
2000,4693.66666666667,3832.66666666667,28903,834.333333333333,56.3333333333333
2001,4832.33333333333,4354,31614,746,177
2002,1335.66666666667,5534,30249.3333333333,471,341.666666666667
2003,1260.33333333333,3943,38691.3333333333,106,285.333333333333
2004,1127.66666666667,2228.66666666667,44237.3333333333,76,357.666666666667
2005,982.666666666667,253.333333333333,54880.6666666667,0,193
2006,1005.66666666667,2736,50307.3333333333,0,382.666666666667
2007,1230,4580.66666666667,45435,0,313.333333333333
2008,1317.66666666667,6432,38802,0,470.333333333333
2009,1416,5780,37121.6666666667,0,397.666666666667
2010,1396,6101,36862,0,351
