Year,Collapsed,Overexploited,Exploited,Developing,Rebuilding
1950,0,0,2272,36347,0
1951,0,0,2127.33333333333,51964.3333333333,0
1952,0,0,2729.33333333333,59766.6666666667,0
1953,0,90.6666666666667,3815.66666666667,61088.3333333333,0
1954,0,90.6666666666667,4288,61988.3333333333,0
1955,0,90.6666666666667,5519.33333333333,60853.6666666667,0
1956,0,60.3333333333333,6087,61238.6666666667,0
1957,0,243.666666666667,6870,60177.3333333333,0
1958,0,367.333333333333,6676.33333333333,63178.3333333333,0
1959,0,779,8171.66666666667,66208.6666666667,0
1960,0,1297,9413.33333333333,67525.6666666667,0
1961,68.6666666666667,1555.33333333333,10047.3333333333,69285.3333333333,0
1962,68.6666666666667,1593.66666666667,10051,76312.3333333333,0
1963,73.6666666666667,995.333333333333,10700.6666666667,96863,0
1964,5,865.333333333333,11411.3333333333,124878.666666667,0
1965,6.66666666666667,672.333333333333,35377,146515,0
1966,54.3333333333333,11495.6666666667,160693.666666667,124966.666666667,0
1967,1399.66666666667,11575.6666666667,182537,132482,0
1968,1471,18786.3333333333,165127,119657.333333333,0
1969,1773.66666666667,11659.3333333333,38198.3333333333,148398.333333333,25.3333333333333
1970,867.666666666667,15459.3333333333,15899.6666666667,141710,46.6666666666667
1971,966.666666666667,12641,19707,148086,46.6666666666667
1972,852.666666666667,13629.3333333333,32640.3333333333,159560.333333333,21.3333333333333
1973,714.666666666667,13190.6666666667,44178.3333333333,166835.666666667,51.3333333333333
1974,2295.66666666667,8872.66666666667,37452.6666666667,173372.666666667,84.3333333333333
1975,3319.66666666667,7158.66666666667,22078.6666666667,187755.333333333,135
1976,4302,4698.33333333333,17765,238415.333333333,193
1977,4020.66666666667,6413.33333333333,131027.666666667,233554.333333333,160
1978,3892,5504.33333333333,268722.666666667,225229,160
1979,3506,6002.33333333333,374586,163708.333333333,95
1980,3164.33333333333,5421.33333333333,273215.333333333,254906.666666667,167
1981,2652,5092.33333333333,324022,227375.333333333,148
1982,2083,9212,323746.333333333,310988.333333333,126
1983,1457.33333333333,43899.6666666667,336185.666666667,295806,74.3333333333333
1984,1177.33333333333,69068.3333333333,281115.666666667,331377,278
1985,1233,106848.666666667,290303.333333333,302490.666666667,693
1986,1297.66666666667,100916,466493.333333333,292621.666666667,672.666666666667
1987,2025.33333333333,115384.333333333,657205,252991,473.666666666667
1988,2347.33333333333,75489.6666666667,750177.666666667,316397.666666667,934.666666666667
1989,3220.66666666667,52866.6666666667,733333,319013.333333333,1523.33333333333
1990,3652,53468.3333333333,575449.666666667,428365.333333333,2103.33333333333
1991,4837,53904,688474.666666667,293028,1815
1992,5974.33333333333,49477.6666666667,847994.666666667,222673,1299.33333333333
1993,5319.66666666667,44509.6666666667,879615.333333333,217121.666666667,9849.33333333333
1994,4126.33333333333,82005.3333333333,808256.333333333,325795,15051.6666666667
1995,3892.33333333333,111139.666666667,860379.333333333,334519.333333333,15004
1996,5510.66666666667,115421.333333333,1128718,230034.333333333,7154
1997,5918,102806,1271244.66666667,122865,6256.66666666667
1998,5492.66666666667,112396.666666667,1283624.66666667,99706.6666666667,7695.33333333333
1999,4338.33333333333,176250.333333333,1112710,89597.3333333333,7602.33333333333
2000,4664.33333333333,257212.333333333,992183.666666667,69705,3891
2001,3646.33333333333,353819.666666667,790974.333333333,56253.6666666667,4068.66666666667
2002,2883.66666666667,372456,728264.666666667,38072.3333333333,5142
2003,2211,340798,687393.333333333,34851,6355.33333333333
2004,5428.66666666667,284461.333333333,713745,26270,7187.33333333333
2005,6705.66666666667,178698.666666667,904678.333333333,31294,6695
2006,7315.66666666667,113402.666666667,1126310,28539.6666666667,6146.33333333333
2007,5453,131051,1238004,26626.3333333333,6481.33333333333
2008,4888.66666666667,282882.333333333,977380,32192.6666666667,7078
2009,8784.66666666667,317108,768092,47980.3333333333,7580.66666666667
2010,15794,141858,760192,69063,7113
