Year,Collapsed,Overexploited,Exploited,Developing,Rebuilding
1950,0,0,17421,90966,0
1951,0,1225.66666666667,48463,77848.6666666667,0
1952,0,1477.33333333333,54730.3333333333,84607,0
1953,0,975.333333333333,61679.3333333333,97852.3333333333,0
1954,110,443.666666666667,77246.6666666667,119427.666666667,0
1955,277.333333333333,192,106209.333333333,141819.333333333,0
1956,444.666666666667,0,125066,216405.333333333,0
1957,449,188.666666666667,123450.666666667,410323.333333333,0
1958,400.666666666667,2369,132646.666666667,913913,0
1959,313.666666666667,7697,137085,1746999.33333333,0
1960,247,11462,140794.666666667,2936677.33333333,0
1961,204.333333333333,13726.6666666667,2032847.33333333,2399162,0
1962,161,13819.3333333333,3945233.33333333,1476281.33333333,0
1963,280,12305.3333333333,6553178.66666667,84075,0
1964,263,10781,6696454.33333333,90894,0
1965,269.666666666667,8528,7351676.66666667,107298,0
1966,103,12864.3333333333,7538901.33333333,144978,0
1967,188.666666666667,13278,8507635.33333333,167156.666666667,0
1968,145,14853,8518557.66666667,189170.666666667,0
1969,145,14253.3333333333,9194165,182192.666666667,0
1970,87.3333333333333,15335.3333333333,9171031.33333333,235355.333333333,0
1971,687.333333333333,1294421,6599817.33333333,250431.333333333,0
1972,761,1756090,3132044.66666667,373288.666666667,0
1973,3479.66666666667,2825971,117812.333333333,520424,0
1974,5284.33333333333,2435780,78012,620344.333333333,262.333333333333
1975,7912,3124701.33333333,36986,657670,517.666666666667
1976,222233,2063641.66666667,39340,961327.666666667,968.333333333333
1977,221863,1558308.33333333,137648.666666667,1574475,979
1978,223794.666666667,813872,1078939.66666667,1567678.66666667,998
1979,229502,810995,2046358,1212571.66666667,1039
1980,228038,872719.333333333,1965500.66666667,1446375.33333333,992.333333333333
1981,232121.333333333,961861.333333333,1971687.33333333,1492751,1071.33333333333
1982,45789.3333333333,966043.666666667,2146267.33333333,1503911,2328.66666666667
1983,75573,534418.333333333,3617274.33333333,812158.666666667,5207
1984,339561,47668,4296582.66666667,832410.333333333,5786.66666666667
1985,306626,51961.3333333333,4402251.33333333,856160.666666667,1351066.66666667
1986,277639.666666667,53950,4247333.33333333,847172.666666667,1920982.33333333
1987,6953,56772,4381714.66666667,605159.333333333,2917098.33333333
1988,4618,56343.3333333333,4721715,456925.333333333,3059254.66666667
1989,3879.66666666667,62424.6666666667,4895064,343710.333333333,3548058
1990,4346.66666666667,65862.3333333333,4728122.66666667,415995,3658489.66666667
1991,3877.66666666667,771137,3706679,374774.333333333,3835213.33333333
1992,4234.66666666667,1159629,4838233,312905.333333333,2804231
1993,3770.66666666667,1453102.33333333,7045999.66666667,365037.666666667,1740772.33333333
1994,4573.66666666667,1001863.66666667,9421368.66666667,436996.666666667,78770.6666666667
1995,7041.66666666667,904619.666666667,9926697,350656.333333333,52310.3333333333
1996,7253.66666666667,803331,8975708,205667.666666667,16040.6666666667
1997,9398,784487.666666667,6744745.66666667,191065.666666667,511504
1998,132613.666666667,665972,6534832,158093,524309.666666667
1999,208311,739029,6977873,159321,548155.333333333
2000,232919,590677,8704455,171036.666666667,98066.3333333333
2001,119147,718185.666666667,8414018,281641.333333333,103184.333333333
2002,54516,686359,5314441,389572.333333333,1732507.33333333
2003,32202,838192.666666667,5964009,381904,1705701
2004,24840,812457.666666667,6154469.66666667,331850.333333333,1710238.66666667
2005,23592,831287.666666667,8174012,208268,63306.6666666667
2006,23656.3333333333,852430,7301476.33333333,189019.333333333,46796.3333333333
2007,21450.6666666667,817117.333333333,6822044,104706.333333333,38675.3333333333
2008,12731.3333333333,794499.333333333,6832701.33333333,108022.666666667,40487
2009,10583.6666666667,673637.666666667,4976790,37184.6666666667,1161240
2010,11764,472088,1132850,60498,3380154
