Year,Collapsed,Overexploited,Exploited,Developing,Rebuilding
1950,0,0,8305,172977,0
1951,0,0,6914.33333333333,177837,0
1952,0,0,4932,190372.333333333,0
1953,0,0,14334.6666666667,200952.333333333,0
1954,0,95.6666666666667,29342,252538,0
1955,46.3333333333333,95.6666666666667,43729.6666666667,303852.333333333,0
1956,46.3333333333333,287.333333333333,42611.6666666667,361547.333333333,0
1957,49.3333333333333,191.666666666667,27073.6666666667,376670.666666667,0
1958,3.33333333333333,191.666666666667,21448.6666666667,378795.666666667,0
1959,3.33333333333333,0,15295.6666666667,386822.333333333,186.333333333333
1960,4.66666666666667,0,18836,392159.666666667,186.333333333333
1961,4.33333333333333,0,18365,404688,420.333333333333
1962,4.33333333333333,290.666666666667,26913.6666666667,410005,522.666666666667
1963,17.3333333333333,526.666666666667,40965.6666666667,420034.333333333,522.666666666667
1964,37.6666666666667,1742.33333333333,47066.6666666667,429751.666666667,288.666666666667
1965,59.6666666666667,2166.33333333333,122137,383108.666666667,0
1966,65.3333333333333,2585.33333333333,217133.333333333,323842.333333333,0
1967,57,2269.66666666667,331051.666666667,278343.666666667,0
1968,165,2294.33333333333,361504.666666667,286083.666666667,0
1969,294.333333333333,2388.33333333333,374199,312165.333333333,0
1970,283,2441.33333333333,380906,321718,0
1971,155.333333333333,2100.33333333333,403363.666666667,346081,0
1972,15.6666666666667,3426.33333333333,438396,361199.333333333,0
1973,64.3333333333333,4409.66666666667,467420,387475.666666667,0
1974,107,5164,565176,325808.333333333,0
1975,106.666666666667,5745.33333333333,643905,264063,0
1976,292,7503.66666666667,640592.666666667,259099.666666667,0
1977,403.666666666667,9011.66666666667,561722.666666667,300630,0
1978,506,12454.3333333333,570628.333333333,264378,737.666666666667
1979,301.333333333333,14304,687821.666666667,156044.666666667,1573
1980,184.666666666667,15495.3333333333,792090.666666667,70155.6666666667,2441.66666666667
1981,85,11800.6666666667,810574,59794.3333333333,2930
1982,1369,7917.66666666667,809541,49009.6666666667,3504.33333333333
1983,1649.66666666667,5098,829333.333333333,50496.3333333333,6733.33333333333
1984,1759.33333333333,4054.66666666667,816284.333333333,59452.6666666667,10256.3333333333
1985,529.666666666667,3544,760446.333333333,76210,14658
1986,274.333333333333,3090,679870.666666667,87400.6666666667,16433.3333333333
1987,416.666666666667,70341.3333333333,557026.333333333,89039,16976.3333333333
1988,558.666666666667,128481.666666667,466087.666666667,90146,17840
1989,819.666666666667,180040,380058.666666667,88761.3333333333,18450.6666666667
1990,769.666666666667,154308,365048.666666667,99975.6666666667,13860.3333333333
1991,2080.33333333333,117233.666666667,354754.666666667,117303.333333333,8893.33333333333
1992,13607.3333333333,65324.3333333333,362351.333333333,148617.666666667,5312
1993,13687,22990.6666666667,464071.333333333,115198.666666667,30914.6666666667
1994,12267.6666666667,1464,569675,70547.6666666667,65282.3333333333
1995,488.666666666667,4969.33333333333,697018.666666667,11280.3333333333,112614
1996,355.666666666667,5733.66666666667,760040.666666667,8309.66666666667,126423
1997,806.333333333333,6251.66666666667,796058,8545.33333333333,120776.666666667
1998,1556.33333333333,3687.33333333333,786048,8371.33333333333,107479.333333333
1999,2241.66666666667,3617.66666666667,742040,8187.66666666667,99566.6666666667
2000,1920,3698,704944.333333333,5282.66666666667,100546.666666667
2001,1304,3594,669343.333333333,2894.33333333333,86414.6666666667
2002,635,3273.66666666667,611916.666666667,2315.33333333333,77810
2003,452.333333333333,3672.66666666667,589782,2315.33333333333,69184.3333333333
2004,720.333333333333,73892,525244.333333333,2315.33333333333,65938
2005,1011.66666666667,73798.3333333333,549249,0,64836.3333333333
2006,1297.66666666667,72604.6666666667,551424.666666667,0,62475
2007,1122,4484.33333333333,604702,0,62641.6666666667
2008,965,6605.66666666667,614853.333333333,0,63003
2009,899.333333333333,8592.66666666667,605454.333333333,0,67812.3333333333
2010,853,7442,587318,0,75695
