Year,Collapsed,Overexploited,Exploited,Developing,Rebuilding
1950,0,0,49766,19032,0
1951,0,15.6666666666667,45720,43794.3333333333,0
1952,0,15.6666666666667,68509.3333333333,52850,0
1953,48.6666666666667,15.6666666666667,74354.6666666667,55248.3333333333,0
1954,128.666666666667,12280.6666666667,69466.6666666667,39411,0
1955,128.666666666667,22055.6666666667,44683,35885,0
1956,139.333333333333,31750,40788.3333333333,28576,0
1957,59.3333333333333,19519.3333333333,86927.6666666667,24535,0
1958,116,19407.3333333333,87477.6666666667,23763,0
1959,56.6666666666667,9740.66666666667,104332.666666667,28008.3333333333,0
1960,871.666666666667,16339.6666666667,57699,33241.3333333333,0
1961,1350.66666666667,13074.3333333333,51208.3333333333,27207,0
1962,1954.33333333333,19670.6666666667,17698.3333333333,25727.6666666667,0
1963,1178,21265.3333333333,18366.6666666667,28716.6666666667,0
1964,673,22967.3333333333,25630,28688,0
1965,758.666666666667,27348.6666666667,19251.3333333333,27641.6666666667,0
1966,744,30682.6666666667,19320.3333333333,25490.6666666667,0
1967,737.666666666667,37422.3333333333,5797.66666666667,26703,0
1968,333.666666666667,42208,5239.33333333333,26369.3333333333,0
1969,756.333333333333,44532.6666666667,4047,22736,0
1970,1239.66666666667,41835.3333333333,3859,24329.3333333333,0
1971,1858.66666666667,36022.3333333333,12600.6666666667,17858,0
1972,1418.66666666667,35755,26246.3333333333,15994,0
1973,964.666666666667,35733.3333333333,35830,11357.6666666667,0
1974,155.666666666667,42540.6666666667,37744.6666666667,11123.6666666667,0
1975,214.333333333333,47282.6666666667,29709,18656.6666666667,0
1976,234.666666666667,52492,22106.6666666667,33085.3333333333,0
1977,233.333333333333,51475.6666666667,12169,53957.6666666667,0
1978,253,45853.3333333333,7638.66666666667,63809,0
1979,240.333333333333,40216,7665.33333333333,67322,0
1980,206.333333333333,38029.6666666667,6468.33333333333,70124,0
1981,187.666666666667,37905.3333333333,6562.33333333333,71795.6666666667,0
1982,235,42453,11792,69155.3333333333,0
1983,285,43759.6666666667,28062.3333333333,64948.6666666667,0
1984,314.333333333333,47697.3333333333,40227,68820,0
1985,292,46133.6666666667,49778.3333333333,73843,0
1986,1068,42909.3333333333,54560,76738,0
1987,1757.66666666667,36302.3333333333,62266,67551,0
1988,2415,32530,61265,62131.3333333333,54.3333333333333
1989,2025.33333333333,28657,64230.6666666667,59507,54.3333333333333
1990,3736.66666666667,22181.6666666667,67463.6666666667,58777.6666666667,54.3333333333333
1991,4999.33333333333,14373,74938,62297,47
1992,7759,8314,71329.6666666667,65220,93.3333333333333
1993,9715.33333333333,5919.66666666667,65801,67294.6666666667,146.666666666667
1994,9386,10004.3333333333,65115.6666666667,66279.6666666667,168.666666666667
1995,7185,27306.6666666667,58904.3333333333,60200.6666666667,134.666666666667
1996,3712.66666666667,50129.3333333333,43051.3333333333,61705,139.333333333333
1997,3009.66666666667,62478.6666666667,24636.6666666667,71608,162.666666666667
1998,3687.66666666667,58369.3333333333,14920,95153.3333333333,331
1999,5584.33333333333,36120.3333333333,56544,74223.6666666667,395
2000,5044.66666666667,19053,133152.666666667,45582.6666666667,15661.6666666667
2001,4290.33333333333,7711.33333333333,199903.333333333,4667,36745
2002,1769.66666666667,9768.33333333333,259331.333333333,4305.33333333333,48739
2003,1753.33333333333,9549,262645.666666667,3820,48593
2004,2369,9093,278798.333333333,4245.66666666667,38699
2005,2931.66666666667,7160.66666666667,278527,4927.66666666667,37508.6666666667
2006,3277.33333333333,6648,279378.333333333,5840.33333333333,34044.6666666667
2007,2121.33333333333,4651,263447,5707,34368
2008,1873.66666666667,31407,175204.666666667,5413.66666666667,36213.6666666667
2009,1537,54035,105024.333333333,6126,38124.6666666667
2010,1281,73074,50888,9056,40980
