Year,Collapsed,Overexploited,Exploited,Developing,Rebuilding
1950,0,0,25292,292345,0
1951,0,0,26116.6666666667,302474,0
1952,0,286.666666666667,27089,306116.333333333,0
1953,0,286.666666666667,30297.6666666667,314424,0
1954,0,544.666666666667,43335.3333333333,297269,0
1955,0,372.666666666667,57701.3333333333,299084.333333333,0
1956,0,544.666666666667,69124.3333333333,299562.666666667,0
1957,0,430,110143,314173.333333333,0
1958,0,430,142026,319477,0
1959,57.3333333333333,408.333333333333,161974.666666667,320430,0
1960,57.3333333333333,558.666666666667,142530,346724,0
1961,114.666666666667,1202.66666666667,118544.666666667,374006,0
1962,114.666666666667,10444.3333333333,100145.666666667,416226,0
1963,114.666666666667,12973.6666666667,105630.666666667,438499.666666667,0
1964,57.3333333333333,15259.6666666667,119808,450315.333333333,0
1965,17.6666666666667,9504,200815,396525,0
1966,65.3333333333333,16479.3333333333,264168.333333333,339145.666666667,0
1967,125.666666666667,20877.6666666667,323736,294788,0
1968,180.333333333333,21879,257787.333333333,351127.333333333,0
1969,1544.66666666667,12543,224141.333333333,352697.333333333,0
1970,3019,7404,197095.333333333,347762,0
1971,4516,4786.33333333333,241770.666666667,291769,0
1972,4550.33333333333,8758.33333333333,235584,296685.333333333,0
1973,4415,9313.66666666667,252620.333333333,302429,143.333333333333
1974,4362.33333333333,9120.33333333333,272319.333333333,300099,294.666666666667
1975,4681.66666666667,6089.66666666667,311323.333333333,297672,481.666666666667
1976,5020.66666666667,11515,316114,292094.333333333,522.666666666667
1977,5386.33333333333,17230.3333333333,314273.666666667,297664,517
1978,5374.33333333333,26471,308788.666666667,310787.666666667,479.333333333333
1979,5362,21886.6666666667,324656.333333333,327995.666666667,633.333333333333
1980,5466.66666666667,25741.6666666667,334273,353799.333333333,839.333333333333
1981,5790.66666666667,17410.3333333333,374775.333333333,352918,1031
1982,6130.66666666667,17701.3333333333,428864,333094.666666667,1048.66666666667
1983,5752.66666666667,10030,483871.666666667,308265.333333333,1017.33333333333
1984,5570.33333333333,19372.6666666667,510087.333333333,300267.333333333,765
1985,4934,19318.6666666667,534077,293544.333333333,839
1986,4762.66666666667,19756,588946.666666667,266033.333333333,1577
1987,4032,12229.3333333333,626452.333333333,248496.666666667,2478.33333333333
1988,3886,12973.3333333333,640849.666666667,240808.666666667,2695.66666666667
1989,3474.66666666667,14557.6666666667,614511.333333333,246311,2590.33333333333
1990,3880.66666666667,16214.3333333333,610599,231608,2642.33333333333
1991,3413,14155.6666666667,636447.333333333,215667.666666667,3127.33333333333
1992,3080,15825.3333333333,678879.333333333,197752.666666667,3542
1993,2438.66666666667,22720,704264.333333333,200896.666666667,3961.66666666667
1994,2260.66666666667,27673.6666666667,715691.333333333,199481.333333333,4103.66666666667
1995,2164.66666666667,29784.3333333333,690823.666666667,218652,3896.33333333333
1996,1739.66666666667,27432.3333333333,676136.333333333,216912.666666667,3437.33333333333
1997,1680.33333333333,36972.3333333333,642233.666666667,217996.666666667,3236.66666666667
1998,1763.66666666667,51964.3333333333,635224,204276.666666667,3562
1999,1813,66138.3333333333,628647.333333333,197550,3935
2000,1848,73229.3333333333,633417.666666667,200362.333333333,4558.66666666667
2001,1700.66666666667,80585.6666666667,621755.666666667,197085.666666667,5003.33333333333
2002,1656,83832,611757,186848.333333333,5312
2003,1551,88564.3333333333,588715,183900.666666667,5092.66666666667
2004,1557.66666666667,79956,628640,166927.666666667,4747
2005,3606.33333333333,71469.3333333333,767358,130521,5655.33333333333
2006,6038,79147.3333333333,897175,86390,6203.33333333333
2007,8642.66666666667,88648,933629,68359.6666666667,7066.66666666667
2008,8829.33333333333,120055.666666667,841037.666666667,83606.6666666667,7651.33333333333
2009,8700,142055.333333333,739614.666666667,101230.666666667,8882.33333333333
2010,8433,175852,666093,114720,9771
