Year,Collapsed,Overexploited,Exploited,Developing,Rebuilding
1950,0,0,1855,87447,0
1951,0,0,16019.6666666667,75530.6666666667,0
1952,0,0,29900.6666666667,63790,0
1953,0,0,41516.3333333333,55541.6666666667,0
1954,0,0,56988,42629.6666666667,0
1955,0,0,58243.6666666667,42225,0
1956,0,0,60278.3333333333,41303.3333333333,0
1957,0,0,46244,54201.3333333333,0
1958,0,0,31762,65139.6666666667,0
1959,0,0,3926.33333333333,85506,0
1960,0,0,18935,73291.6666666667,0
1961,0,0,33568.6666666667,68291.3333333333,0
1962,0,0,46572.3333333333,64458.6666666667,0
1963,0,348.333333333333,67267.6666666667,58004.3333333333,0
1964,0,670.666666666667,82137,55291.6666666667,0
1965,0,1075,122668.333333333,38805,0
1966,0,996.333333333333,135982.666666667,39413,0
1967,0,882,171365.333333333,27357.3333333333,0
1968,171.666666666667,477.666666666667,166032.666666667,31403,0
1969,171.666666666667,17148,145803.666666667,50093.3333333333,0
1970,171.666666666667,23811.6666666667,133225,82671,0
1971,0,39615.6666666667,99863.3333333333,119049.666666667,0
1972,124.666666666667,34839.6666666667,96669.3333333333,144406.666666667,0
1973,311.666666666667,37153.6666666667,72996.6666666667,159006.666666667,0
1974,934,35302.6666666667,71376.3333333333,155984.333333333,0
1975,1316.66666666667,36473.3333333333,73032,138432,0
1976,3571.66666666667,33029.3333333333,49231.6666666667,118711.666666667,563.333333333333
1977,3473,24184.6666666667,43455.6666666667,106640.333333333,4111
1978,3456.33333333333,15572.6666666667,19777.3333333333,99518.3333333333,9917.66666666667
1979,1558.33333333333,15399.6666666667,16865.6666666667,93005.6666666667,14109.6666666667
1980,1632,14989.6666666667,20703.6666666667,91577.3333333333,17206.3333333333
1981,1141.33333333333,18962.3333333333,20813.6666666667,87106.3333333333,19411.6666666667
1982,2175.66666666667,19556,23473.3333333333,89564.3333333333,20684.6666666667
1983,3730.33333333333,20630,15174.6666666667,92100.3333333333,21275.6666666667
1984,5687,17520,15778.6666666667,100096,20928
1985,5179.66666666667,17209,13703.6666666667,106661.666666667,20937.6666666667
1986,4604.66666666667,16507.3333333333,16379.6666666667,111142.666666667,19889.3333333333
1987,3762.66666666667,14922.6666666667,24451,113102,18683.6666666667
1988,3912,15024.6666666667,23423,119493,18641
1989,3389,15298,18833.6666666667,129261.666666667,17151.3333333333
1990,3279.66666666667,17681.3333333333,10327,141141,16089
1991,3492.66666666667,17614.6666666667,19595.6666666667,146350,17140.6666666667
1992,3790.33333333333,18500,28752,149673.333333333,18747
1993,4079.66666666667,17031,39884,150814.666666667,20073
1994,3635,15938.6666666667,37326,158933,20504.6666666667
1995,3312.33333333333,14554,35752.3333333333,166326.666666667,20595.3333333333
1996,2945.33333333333,15687,28300.6666666667,175260.666666667,20066
1997,2901.33333333333,15791.6666666667,30406,173775,19586.3333333333
1998,2851.66666666667,11552,193228.333333333,149934.333333333,15043.6666666667
1999,2003.33333333333,6902,361809.666666667,122509.333333333,14859.6666666667
2000,1104.66666666667,10371.6666666667,517617,95467.3333333333,8471.66666666667
2001,165,11305.6666666667,525220.333333333,92137.6666666667,8515
2002,96.3333333333333,18975.6666666667,525363,92843,4200.66666666667
2003,86,18820.6666666667,535140,95431,4287.66666666667
2004,100.333333333333,33850.3333333333,513502.333333333,97713,3222
2005,110,35901.6666666667,499657.666666667,98887.3333333333,2268.66666666667
2006,161.333333333333,40032.3333333333,448182.333333333,122121.333333333,2865
2007,130,50992.3333333333,378672.333333333,142260,3827
2008,118.666666666667,77605.3333333333,290581.333333333,165688.333333333,5359.66666666667
2009,43.6666666666667,92759.3333333333,258856,173211.333333333,6145.33333333333
2010,36,82495,281855,188032,6240
