Year,Collapsed,Overexploited,Exploited,Developing,Rebuilding
1950,0,0,230279,597573,0
1951,0,379.666666666667,254695.333333333,691089.333333333,0
1952,0,963,249075.333333333,736708.666666667,0
1953,0,3909.66666666667,196191.333333333,770595.666666667,0
1954,0,8929.33333333333,141885.333333333,795018.666666667,0
1955,0,14484.6666666667,124386,839862.333333333,0
1956,0,17421.3333333333,139386.333333333,880346,0
1957,0,20477.6666666667,182246.666666667,869428.666666667,0
1958,0,16234.3333333333,190901.666666667,863585.666666667,0
1959,0,12693.3333333333,242888.666666667,819445.666666667,0
1960,0,6384.33333333333,290230,794726.666666667,0
1961,0,6845,367405,746000,0
1962,0,25578.6666666667,357799.666666667,767638,0
1963,0,44658.6666666667,334900.666666667,779606.666666667,0
1964,0,62299.3333333333,283749,838427.666666667,0
1965,129.333333333333,50273.3333333333,291081.666666667,846565.333333333,0
1966,159,37813,258892.666666667,896883,0
1967,334,41755.3333333333,256232,914614.666666667,0
1968,373.666666666667,41321.3333333333,234331.666666667,962531,0
1969,452,52653,330141,906643,0
1970,392.666666666667,48506.6666666667,482341,765895.333333333,0
1971,329.333333333333,62995,664328.666666667,605456,0
1972,323,68890,804635,509062.333333333,0
1973,409.666666666667,78937,888698,506675,0
1974,458,83205.6666666667,926268.333333333,506590.333333333,23.3333333333333
1975,1579.66666666667,79300.3333333333,894414,565362,51.6666666666667
1976,1685,88990.3333333333,792649,730707.666666667,78.3333333333333
1977,1739,107942.333333333,755077.333333333,947533.333333333,77
1978,680.666666666667,131116,783294.666666667,1058554.66666667,72
1979,642.666666666667,132954,836388.666666667,1108360.33333333,67.3333333333333
1980,772.666666666667,138553.333333333,1047349,930339,45.3333333333333
1981,905.666666666667,143366.666666667,1290417.66666667,785111.666666667,22
1982,922.333333333333,146302,1576811,605552,22
1983,836,141159.666666667,1751820.33333333,600781.666666667,51.6666666666667
1984,778,136328.666666667,1819034.66666667,621543.666666667,51.6666666666667
1985,4596.33333333333,117891,1832878.33333333,695725.333333333,51.6666666666667
1986,8440.66666666667,101613.666666667,1636752.66666667,880944,44.3333333333333
1987,12649,90808.6666666667,1596894,978299,78.6666666666667
1988,13204.6666666667,98540,1504501.66666667,1071240.33333333,210
1989,9585.66666666667,102506.666666667,1537733.33333333,1057854,6093.33333333333
1990,5477.66666666667,99297,1508168,1162864.33333333,12258
1991,2811,107893.333333333,1497515,1108061.66666667,20506.3333333333
1992,3253.66666666667,289546.333333333,1311200,1069289.33333333,22778.3333333333
1993,3642.33333333333,444941,1248391,926513.666666667,31658
1994,2490,521059.666666667,1235216.33333333,922740,35001
1995,2317,391322.333333333,1325714,993544.333333333,37720.6666666667
1996,3256.33333333333,289790,1668177.66666667,934021,29122
1997,3820,241201.333333333,2163022.66666667,851732.666666667,24363.6666666667
1998,4039.66666666667,262330,2706688.66666667,673525.666666667,21536.3333333333
1999,33727.3333333333,306159.333333333,2562131.66666667,718102.333333333,36191
2000,67724,291005,2366491.66666667,730442.666666667,44075.6666666667
2001,83894.6666666667,411772.666666667,1788686,746039.333333333,49977
2002,69261.6666666667,554821.666666667,1517286,725696,44831.6666666667
2003,51264,756396.333333333,1169430.66666667,716779.666666667,44193
2004,49954,732727.333333333,1363043.66666667,673863.666666667,43910.6666666667
2005,59870,525983.666666667,1794703.33333333,665734.333333333,37177
2006,76359.3333333333,323935.333333333,2317914.33333333,708056.666666667,36286.3333333333
2007,87523.3333333333,189389.666666667,2662007.33333333,806563.666666667,34463.3333333333
2008,87149.3333333333,336351.666666667,2515787.66666667,888939,41469
2009,81960.6666666667,348768.333333333,2430995,947206.666666667,41682
2010,86114,199535,2541105,1003098,40664
