Year,Collapsed,Overexploited,Exploited,Developing,Rebuilding
1950,0,0,1242,2090,0
1951,0,0,1321,2963.66666666667,0
1952,0,0,1322.66666666667,3885.66666666667,0
1953,0,0,1850.66666666667,4533.66666666667,0
1954,0,0,2392,4483.66666666667,0
1955,0,0,3112,4180,0
1956,0,0,3484.66666666667,4144.66666666667,0
1957,0,0,3410.66666666667,4230.33333333333,0
1958,0,0,3383.33333333333,5096.66666666667,0
1959,0,0,2778.33333333333,6247.66666666667,0
1960,0,0,2276,7675.33333333333,0
1961,0,0,2862.66666666667,7723.66666666667,0
1962,0,0,2669,8193,0
1963,0,0,4699,6847.33333333333,0
1964,0,5.33333333333333,4257.66666666667,7875,0
1965,0,158,5745.66666666667,7675.33333333333,0
1966,0,163.666666666667,6608.33333333333,8839.66666666667,0
1967,0,309.666666666667,10063,7481.33333333333,0
1968,0.333333333333333,300,11120.3333333333,6759.33333333333,0
1969,0.333333333333333,326.333333333333,10938,6051.33333333333,5.33333333333333
1970,0.333333333333333,760.333333333333,8565.33333333333,6594,10.6666666666667
1971,0,677,8401.33333333333,7155,16
1972,0,1267.33333333333,6451.66666666667,7639.66666666667,16
1973,0,921.666666666667,7093,6825.66666666667,15.3333333333333
1974,0,2095.33333333333,4363.66666666667,6660,14.3333333333333
1975,19.3333333333333,2564,4835,5934.33333333333,13
1976,70,2944.66666666667,5398.66666666667,6114.66666666667,12
1977,116.333333333333,2184.66666666667,7682.33333333333,6458,10
1978,142.333333333333,1449.66666666667,7626.33333333333,7722.66666666667,9
1979,107,1242.33333333333,7575,8009.33333333333,99.6666666666667
1980,74.3333333333333,1153.66666666667,9135.33333333333,7261,100.666666666667
1981,38.6666666666667,1230.66666666667,14089,5869.66666666667,101.666666666667
1982,33.6666666666667,869.666666666667,17201.3333333333,5608,128
1983,40.6666666666667,558.333333333333,19844.6666666667,6007.33333333333,249.666666666667
1984,58,768.666666666667,17765.3333333333,6383,359.666666666667
1985,78.6666666666667,1839,16173.3333333333,6501.33333333333,400.333333333333
1986,97.6666666666667,2853,14563.6666666667,6329.66666666667,306.666666666667
1987,112.333333333333,3017,15349,6763.66666666667,225.333333333333
1988,233.666666666667,3084.66666666667,13153.6666666667,7232.66666666667,220.333333333333
1989,368.333333333333,2962,11273.3333333333,7263.66666666667,303.333333333333
1990,370.333333333333,2984.33333333333,9441.66666666667,7423.66666666667,932.666666666667
1991,438.333333333333,2266.33333333333,11536.6666666667,6946.66666666667,880.666666666667
1992,414.333333333333,2303,12785,6371.66666666667,861.666666666667
1993,569.666666666667,2333.33333333333,13759.6666666667,5568.33333333333,340.333333333333
1994,541.666666666667,2387.33333333333,13696.6666666667,5368.66666666667,791.666666666667
1995,690,1966.33333333333,13859.3333333333,5418.33333333333,1094.66666666667
1996,768.333333333333,1589.66666666667,13513.3333333333,5424.33333333333,1485
1997,778.333333333333,1744.66666666667,12736.3333333333,5088.66666666667,1360.33333333333
1998,736,2554.66666666667,12387.6666666667,4379.33333333333,1520.33333333333
1999,655,2920.33333333333,13155.3333333333,3762.33333333333,1718.33333333333
2000,676.333333333333,2778.66666666667,14163,3744,1733
2001,871.666666666667,1957.33333333333,15059.6666666667,4317,1213.66666666667
2002,957,2036,15161.3333333333,5434,1146.33333333333
2003,908.666666666667,2852,14664.3333333333,6992,1403.33333333333
2004,690.333333333333,3371,13627.6666666667,8941,2386
2005,495,4114.66666666667,11648.6666666667,9755,3085.33333333333
2006,351.666666666667,4214,9273,10803,3869
2007,203.666666666667,4858,6650,11302,4288.33333333333
2008,182.666666666667,4796,5123,12583.6666666667,4218
2009,245,4780.66666666667,4202.66666666667,13356.6666666667,3942.33333333333
2010,283,4318,3852,14306,3632
