Year,Collapsed,Overexploited,Exploited,Developing,Rebuilding
1950,0,0,0,70361,0
1951,0,0,0,75049.6666666667,0
1952,0,0,0,82106.3333333333,0
1953,0,0,0,92641.3333333333,0
1954,0,0,0,102225.333333333,0
1955,0,0,90.6666666666667,113142.333333333,0
1956,0,0,90.6666666666667,125980.333333333,0
1957,0,0,181.333333333333,138038.666666667,0
1958,0,0,4134.33333333333,145029,0
1959,0,0,10389,150979,0
1960,0,0,15637.3333333333,159207,0
1961,0,0,24459.6666666667,176460.333333333,0
1962,0,592.666666666667,31979.6666666667,192625.666666667,0
1963,0,1106.33333333333,53711.3333333333,209098.333333333,0
1964,0,1595.66666666667,80525,206760.333333333,0
1965,0,1503.66666666667,96687.6666666667,209709,0
1966,0,1927.33333333333,112351,222703.333333333,0
1967,0,1928,141854,232820,0
1968,0,1978.66666666667,200447,238497.333333333,0
1969,401.666666666667,11848,182439.666666667,236617.666666667,0
1970,914,27866.3333333333,160394.333333333,260680,0
1971,1455.66666666667,42807,138932,302608.666666667,0
1972,1492.33333333333,42539,179813.666666667,302728.666666667,0
1973,2624.66666666667,32701.6666666667,208994.666666667,283255.666666667,0
1974,4196.66666666667,32414,206109.333333333,244157.666666667,0
1975,6365.33333333333,31265,200730.666666667,242013,0
1976,5636.66666666667,38223.3333333333,202408,265766.333333333,0
1977,4078.66666666667,43245,222469.666666667,299877,579
1978,4304.66666666667,46312,222959.333333333,342260,1620
1979,4463.33333333333,56977.6666666667,232938,353649.333333333,2421
1980,5077.33333333333,65379.6666666667,239013,334142.666666667,2609.33333333333
1981,2728,65213,289457.666666667,291113,7744.66666666667
1982,4272.66666666667,54227.3333333333,309293.333333333,257351,13716.6666666667
1983,5764.33333333333,46754.6666666667,305240.666666667,222510,16054.6666666667
1984,8724.66666666667,58276,294629.333333333,200523,18083.3333333333
1985,8891.66666666667,63032,312565,171541.333333333,24954.3333333333
1986,10042,64749,367676,156657.333333333,31938
1987,10997.3333333333,60868,392994.666666667,137153,38114.3333333333
1988,11584.6666666667,65512.3333333333,400389.666666667,127274.333333333,38804.6666666667
1989,8880.66666666667,58784,363217,155095,49020.3333333333
1990,6721.66666666667,55829.3333333333,344871.333333333,209160,50532.3333333333
1991,6283,50448,362675,234841.666666667,53453.6666666667
1992,9860.66666666667,52569.3333333333,419709.333333333,207216,45964.6666666667
1993,9972.33333333333,54467,437901.333333333,177193.666666667,46897
1994,8955,59885.3333333333,425628,177837,48151.6666666667
1995,7901.66666666667,53293.6666666667,450122,207773.333333333,52210.6666666667
1996,9225,45534.3333333333,509681,216824,55693
1997,11258.6666666667,52926.6666666667,521632.333333333,230939.333333333,59359.3333333333
1998,9261.33333333333,94525.6666666667,430482,226803.333333333,62003.3333333333
1999,10296.6666666667,106429.666666667,386780.333333333,226172.333333333,56373.6666666667
2000,9370.33333333333,123428.333333333,349075.666666667,208153.333333333,49296.6666666667
2001,11718.6666666667,120740.333333333,363697.333333333,195454,40934
2002,13525.3333333333,151745,350462.666666667,188427,38242.6666666667
2003,16970,123241.333333333,402206,188902,33611.3333333333
2004,17448.6666666667,130073.333333333,410447.666666667,188172,37018.3333333333
2005,15235,129771,413132,180512.333333333,39561.6666666667
2006,13836,153914.666666667,398049.333333333,178021.666666667,45591
2007,15138,140058,441995.666666667,180301.666666667,43719.6666666667
2008,16194.6666666667,122069.333333333,477621.333333333,198049.666666667,45176.3333333333
2009,16683.3333333333,118366,496662.666666667,224266,44845.3333333333
2010,16678,117223,505859,261544,48500
