Year,Collapsed,Overexploited,Exploited,Developing,Rebuilding
1950,0,0,380,19964,0
1951,0,0,388.666666666667,22811,0
1952,0,0,371.333333333333,23428.3333333333,0
1953,0,0,354,23921.3333333333,0
1954,0,0,431,24804.6666666667,0
1955,0,0,563.666666666667,28611.3333333333,0
1956,0,0,624.666666666667,33521,0
1957,0,0,651.333333333333,36444.6666666667,0
1958,0,0,666,38458.3333333333,0
1959,0,0,1073.66666666667,38476.3333333333,0
1960,0,0,1544,41680.6666666667,0
1961,0,0,7453,48520,0
1962,0,60,7177.66666666667,57612,0
1963,0,126,7046,63658,0
1964,0,256.333333333333,7357,61151,0
1965,0,259.333333333333,10693.6666666667,62712,0
1966,7,375.333333333333,73356.6666666667,55792.3333333333,0
1967,11,13855.6666666667,72603.3333333333,52488,0
1968,2133,13900.6666666667,72268.6666666667,44668,0
1969,6603.66666666667,13737.3333333333,30375.3333333333,37480.6666666667,0
1970,11484.6666666667,4900.66666666667,41686.3333333333,28234.6666666667,3.33333333333333
1971,9384.66666666667,17066.3333333333,57079,17408.3333333333,7.66666666666667
1972,4991,24744.3333333333,60733.6666666667,16059.6666666667,11
1973,1942.66666666667,25368.6666666667,54731.3333333333,19985,11.6666666666667
1974,4029.33333333333,18164.6666666667,52528.6666666667,20091.3333333333,12.3333333333333
1975,3963.33333333333,22672.6666666667,41166,24949.6666666667,35
1976,2199,26851.3333333333,53757,21672,73.6666666666667
1977,164,31281.6666666667,62310,22324.6666666667,99.3333333333333
1978,176.333333333333,30700.6666666667,72985,17708,114
1979,3088.33333333333,31446.6666666667,62466.3333333333,17564.6666666667,104.666666666667
1980,6996.66666666667,32215.3333333333,51708.3333333333,17772.6666666667,120.666666666667
1981,10914.3333333333,27521.6666666667,45185.6666666667,20649.3333333333,128.666666666667
1982,12584.6666666667,22687.6666666667,51685.6666666667,22615.3333333333,156.333333333333
1983,12252,18186,72271.6666666667,21593,160.333333333333
1984,13795.6666666667,19285,88846.3333333333,16389,185.333333333333
1985,14259,21154.3333333333,96214.6666666667,15402.3333333333,201.666666666667
1986,17118.6666666667,22477,80261,15883.3333333333,233
1987,16927.6666666667,21325,62216.3333333333,16167.3333333333,240.666666666667
1988,17435.6666666667,21182.3333333333,51862,14362,247
1989,15780.6666666667,20844.6666666667,49477.6666666667,13924,223
1990,16378.3333333333,21124.3333333333,48689.3333333333,13978.6666666667,207
1991,15548,20991.3333333333,50458.6666666667,13986.3333333333,136
1992,14946.3333333333,27270.6666666667,44616.6666666667,13522,105
1993,12585.3333333333,36820.3333333333,31096.3333333333,13655.6666666667,49
1994,9857.33333333333,47121.6666666667,22093.3333333333,14447.3333333333,49
1995,8883,46268,14628.3333333333,18255.6666666667,126
1996,7311,41690.6666666667,18329,20777,203.333333333333
1997,7077.66666666667,37042.6666666667,15728.6666666667,20403,298.666666666667
1998,5687,34414.3333333333,21583.6666666667,17834,424.666666666667
1999,5057,35380.3333333333,26307,17620.3333333333,454
2000,5323.66666666667,28414,46928.6666666667,15031,814.333333333333
2001,6885.33333333333,23594.6666666667,67935.3333333333,11929.6666666667,1064.33333333333
2002,8120.66666666667,17441.3333333333,81753.3333333333,7491,1404.33333333333
2003,8593.33333333333,19635.6666666667,77388.3333333333,7405.66666666667,1700.33333333333
2004,7179.66666666667,25959.6666666667,65260.6666666667,7185.66666666667,3795
2005,7217,26566.3333333333,64263.6666666667,7477,4382.66666666667
2006,7978.33333333333,28962.3333333333,60713,5859,4664
2007,9021,27743.6666666667,62395.3333333333,3873.33333333333,3253.66666666667
2008,9380.33333333333,30591.6666666667,61506.3333333333,1440.33333333333,3521
2009,7803.33333333333,33014.6666666667,59154.6666666667,1217.33333333333,5626.33333333333
2010,5274,38349,51416,1387,9453
