Year,Collapsed,Overexploited,Exploited,Developing,Rebuilding
1950,0,0,21459,99027,0
1951,0,0,82568.6666666667,85218,0
1952,0,0,130366,62465,0
1953,0,0,122066,67288.3333333333,0
1954,0,0,66729.3333333333,101357.333333333,0
1955,0,0,14694,136353.666666667,0
1956,0,0,11681.3333333333,135863.333333333,0
1957,0,2813.66666666667,8107.33333333333,141429.666666667,0
1958,0,5223,58940,107667,0
1959,0,7430.33333333333,116548.333333333,76367.6666666667,0
1960,0,7093.33333333333,197974.666666667,33683,0
1961,0,7363,227075,37252.3333333333,0
1962,0,7548.33333333333,263572,43712,0
1963,0,40542,188956,71879.3333333333,0
1964,0,74051.6666666667,117386.333333333,121171.666666667,0
1965,0,106367.666666667,35474.3333333333,174222.666666667,0
1966,63.6666666666667,112230,46117.3333333333,234308.333333333,0
1967,87,79109,212752.333333333,178812.666666667,0
1968,154,92012,326214.333333333,114107,0
1969,167.333333333333,76369.3333333333,432516.666666667,24788.6666666667,0
1970,718,95713,377844,28863.6666666667,0
1971,683.333333333333,74516,390620.666666667,32022,0
1972,698,75376,436251.333333333,38300.3333333333,0
1973,248.666666666667,81405.3333333333,485261.333333333,41314.3333333333,0
1974,3520,74473,360836,41391.6666666667,0
1975,5841.66666666667,66166.6666666667,204089,34971.6666666667,0
1976,7929,50414.3333333333,45536.3333333333,24810.6666666667,187.333333333333
1977,6424.66666666667,44735.6666666667,31921,21335,809.333333333333
1978,5940.66666666667,43561,20334.6666666667,21543.6666666667,2765.33333333333
1979,6995.66666666667,44749.3333333333,17645.3333333333,20429.3333333333,2869.66666666667
1980,8490.66666666667,42274.6666666667,21701.6666666667,18785,2532
1981,9401.66666666667,39318.6666666667,23865.6666666667,16729.3333333333,1129.66666666667
1982,8667.66666666667,38271.3333333333,17518,18319.3333333333,1445
1983,8111,38910.6666666667,12799,21345.6666666667,1446.33333333333
1984,7644.33333333333,38820.3333333333,14448.6666666667,23934.6666666667,1831.66666666667
1985,7452.66666666667,40355.6666666667,21023.6666666667,27470.6666666667,2032.33333333333
1986,8483.33333333333,43009.6666666667,31162.3333333333,28953.6666666667,2532.33333333333
1987,9079.33333333333,43775.3333333333,43471.6666666667,27737,3884.33333333333
1988,8564,46177,52378.3333333333,25687.6666666667,8257.33333333333
1989,6202.66666666667,43830,68445,25342.3333333333,12036
1990,4813.33333333333,39462.6666666667,77507.6666666667,28507.3333333333,11579.3333333333
1991,5210.66666666667,34591.3333333333,85416,27736.3333333333,8109.33333333333
1992,9297.66666666667,30332.3333333333,83302,20746.3333333333,5647.66666666667
1993,9864.33333333333,26741.6666666667,75023.3333333333,16750.3333333333,12052.6666666667
1994,9895.66666666667,19485.6666666667,74081,11817,18638.3333333333
1995,6250.33333333333,18183.6666666667,72686,10543.3333333333,27610
1996,5263,20046.6666666667,78270,5776,29686.3333333333
1997,5210,22882.6666666667,70201.3333333333,13036,29448.6666666667
1998,7031.33333333333,22758.3333333333,71960.6666666667,12635.6666666667,27659
1999,10744.6666666667,20736.3333333333,73280.3333333333,12764,25725.6666666667
2000,15252.6666666667,20323,82938.3333333333,4687.66666666667,26477.3333333333
2001,22336.3333333333,20625.6666666667,85202,4315.66666666667,27950.6666666667
2002,19508.3333333333,21209,93388.3333333333,3509,50934.3333333333
2003,14710.6666666667,23835,99041.6666666667,3435.66666666667,81563.3333333333
2004,6614,25834,154628,3374,82781
2005,5997.33333333333,23473.6666666667,149025.666666667,3475,104913
2006,6828.33333333333,18223,139227.666666667,3447.33333333333,110801.333333333
2007,6929,17802.3333333333,72730,2997.66666666667,131489.333333333
2008,7869,21312,61291,2563,109249
2009,7740.33333333333,26759.3333333333,53268,3024.66666666667,99421.6666666667
2010,7843,29653,49591,4758,106501
