Year,Collapsed,Overexploited,Exploited,Developing,Rebuilding
1950,0,0,2683,90,0
1951,0,0,2718.66666666667,109,0
1952,0,0,2800.33333333333,126.666666666667,0
1953,0,0,3129,112.333333333333,0
1954,0,0,3350.33333333333,87,0
1955,0,0,3628,69,0
1956,0,0,3708.66666666667,100.666666666667,0
1957,0,0,3846.33333333333,78.6666666666667,0
1958,0,0,4028,49.6666666666667,0
1959,0,0,4232,1,0
1960,0,0,4436,6,0
1961,0,0,4587.33333333333,8.66666666666667,0
1962,0,0,3777.66666666667,8.66666666666667,0
1963,0,0,2890.66666666667,3.33333333333333,0
1964,0,0,1931.33333333333,0,0
1965,0,0,1863.66666666667,0,0
1966,0,0,1787.66666666667,0,0
1967,0,0,1690.66666666667,49.6666666666667,0
1968,0,0,1591,73,0
1969,0,0,1477.33333333333,79.3333333333333,0
1970,0,0,1363.33333333333,67,0
1971,0.333333333333333,18.3333333333333,1504.33333333333,43.6666666666667,0
1972,0.333333333333333,340.666666666667,1053.66666666667,72.3333333333333,0
1973,0.333333333333333,608,637.333333333333,60.3333333333333,0
1974,1.33333333333333,800,0,97.6666666666667,0
1975,2,725.666666666667,0,207.666666666667,0
1976,3,687.666666666667,0,325,0
1977,1.66666666666667,701.333333333333,0,311.666666666667,0
1978,1,680.333333333333,0,204,0
1979,0,672.666666666667,0,118.333333333333,0
1980,0,666.666666666667,0,225.333333333333,0
1981,0,663,0,321.666666666667,0
1982,0,654.333333333333,0,421.333333333333,0
1983,0,652.666666666667,0,307,0
1984,0,648,0,209.333333333333,0
1985,0,651.333333333333,0,62,0
1986,0,650.666666666667,0,58.6666666666667,0
1987,0,655.666666666667,0,58,0
1988,0,657,0,75,0
1989,2,650.333333333333,0,218.666666666667,0
1990,2,630,0,335.333333333333,0
1991,2,604.333333333333,400.666666666667,309,0
1992,0,757,400.666666666667,152,0
1993,0,869.333333333333,400.666666666667,0,0
1994,0,946,0,0,0
1995,0,868.666666666667,0,0,0
1996,0,826.666666666667,0,0,0
1997,0,832,0,0,0
1998,0,848,0,0,0
1999,0,837.666666666667,0,0,0
2000,0,878.666666666667,0,0,0
2001,0,863.333333333333,0,0,0
2002,0,915.666666666667,0,0,0
2003,0,935.333333333333,0,0,0
2004,0,986,0,0,0
2005,0,1000,0,0,0
2006,0,781,0,0,0
2007,0,552.666666666667,0,0,0
2008,0,331.333333333333,0,0,0
2009,0,344.333333333333,0,0,0
2010,0,386,0,0,0
