Year,Collapsed,Overexploited,Exploited,Developing,Rebuilding
1950,0,0,0,34,0
1951,0,0,0,29.3333333333333,0
1952,0,0,0,96.6666666666667,0
1953,0,0,0,311.333333333333,0
1954,0,0,118.333333333333,1069.66666666667,0
1955,0,0,992.666666666667,1238.33333333333,0
1956,0,0,992.666666666667,1496.66666666667,0
1957,0,0,874.333333333333,1184,0
1958,0,0,0,1413,0
1959,0,0,0,1883.33333333333,0
1960,0,0,193.666666666667,2258.66666666667,0
1961,0,0,475.333333333333,3934.33333333333,0
1962,0,0,790.333333333333,4157.66666666667,0
1963,0,0,926.666666666667,4943.66666666667,0
1964,0,0,1733.33333333333,4531.33333333333,0
1965,0,0,2639,6063.33333333333,0
1966,0,0,3258.33333333333,7356,0
1967,0,24.3333333333333,4756,6687,0
1968,0,24.3333333333333,3962.33333333333,7045.66666666667,0
1969,0,81,3279.33333333333,7139.33333333333,0
1970,5.33333333333333,164,1207.66666666667,9115,0
1971,5.33333333333333,263.666666666667,3053.33333333333,8416.66666666667,0
1972,9.66666666666667,523.333333333333,3169.33333333333,8027.33333333333,0
1973,4.33333333333333,689.333333333333,2730.66666666667,8794,0
1974,9.33333333333333,855,4225,8635,0
1975,7.66666666666667,851,7031,8470.33333333333,0
1976,13.6666666666667,909,11845,7181.66666666667,0
1977,8.66666666666667,1434.33333333333,11706.3333333333,8429.33333333333,0
1978,22.6666666666667,1611,9273.33333333333,10349.6666666667,0
1979,65.6666666666667,1512.33333333333,9499.33333333333,9885.33333333333,0
1980,121.666666666667,1103.66666666667,10289.3333333333,8735.66666666667,0
1981,160.333333333333,1285,10215,8040.33333333333,0
1982,138.333333333333,1916.33333333333,8557.66666666667,8349.33333333333,53
1983,97,2353.66666666667,7537.66666666667,9284.33333333333,123
1984,49.3333333333333,2290.66666666667,12525.3333333333,8398,289.666666666667
1985,39,1959.66666666667,15629.3333333333,8519,400.666666666667
1986,35,2275.33333333333,17479.6666666667,7737,479
1987,56.3333333333333,3000.33333333333,19701,5995.66666666667,469
1988,77.6666666666667,3355.33333333333,16435,5977.33333333333,305
1989,73.3333333333333,3137.66666666667,16129.6666666667,5137.33333333333,209
1990,70.3333333333333,3060.66666666667,14334.6666666667,6110,105
1991,57,3364,17068.3333333333,5879.33333333333,167.333333333333
1992,123,4464.33333333333,15626.3333333333,6121.33333333333,133.666666666667
1993,106.666666666667,5403.33333333333,13446,5498.66666666667,189
1994,111.666666666667,5052.66666666667,12875.3333333333,5197.33333333333,213.666666666667
1995,39.3333333333333,4439,16723.3333333333,3926.66666666667,252.333333333333
1996,71.6666666666667,3572.33333333333,18083.3333333333,3806.33333333333,157
1997,76.6666666666667,3393,19156,2714,70
1998,126.666666666667,2676.66666666667,20052.3333333333,2519,12.6666666666667
1999,137,2125.33333333333,22495.6666666667,1849.33333333333,24.3333333333333
2000,114.666666666667,2300.33333333333,25081,1279.33333333333,64.6666666666667
2001,111.333333333333,2275,25650.6666666667,1031,104.666666666667
2002,96.6666666666667,2173.66666666667,27253.3333333333,556.333333333333,136
2003,107.333333333333,1970.33333333333,27543.3333333333,404,173
2004,83.3333333333333,1971.33333333333,27846.6666666667,380,231.666666666667
2005,57.6666666666667,3356.33333333333,23181.6666666667,721.666666666667,296.333333333333
2006,69.6666666666667,5591.66666666667,17718,711.333333333333,299.333333333333
2007,75.3333333333333,8521,11145,704.333333333333,275.333333333333
2008,89.6666666666667,9986.66666666667,9070,334.333333333333,218.666666666667
2009,166,10392,7630.66666666667,385,191.666666666667
2010,334,9821,7513,496,160
