Year,Collapsed,Overexploited,Exploited,Developing,Rebuilding
1950,0,0,0,31849,83499,0
1951,0,0,0,35269,23786,0
1952,0,0,10810,45289,35136,64358,0
1953,0,0,23903,49789,34945,43507,0
1954,0,0,34518,07598,33591,36835,0
1955,0,0,36076,26284,34661,57573,0
1956,0,283179974,0,22983,21784,41760,41317,0
1957,0,563062373,0,12368,63975,50028,67176,0
1958,0,83104998,0,26,45120462,53124,2601,0
1959,0,804187681,0,132,956048,54298,61487,0
1960,0,785018007,0,263,9606567,56709,25086,0
1961,0,78730269,0,370,7016128,60629,87841,0
1962,0,802534252,0,480,3753699,63487,8341,0
1963,0,808039151,0,563,8689704,64449,20155,0
1964,1,123625519,0,650,8428847,77775,96879,0
1965,1,430214465,0,651,0514807,83727,0804,0
1966,1,734695109,0,1793,453772,94370,01509,0
1967,1,698520794,0,1776,121918,95287,67086,0
1968,1,751776979,17,15753813,2142,804544,115044,1719,0
1969,1,859397044,35,74487111,1114,785401,136005,6161,0
1970,2,029586772,55,76199893,1298,969257,162293,6486,0
1971,2,190149963,38,6044608,1653,367918,181994,3427,0
1972,2,122919744,30,783483,2281,141557,218392,6802,0
1973,2,014161057,25,63622156,3650,027642,236968,3296,0
1974,2,325612784,47,35412034,4791,792766,251122,2417,0
1975,2,762153708,47,10390624,4699,236568,256365,9947,0
1976,3,313000447,91,18133576,6437,332785,289492,539,0
1977,70,82460983,303,6116811,4733,44216,310667,067,0
1978,96,10649342,386,1627887,10766,89184,322929,8783,0
1979,181,9088863,539,786062,31213,3401,322965,947,0
1980,285,2927821,1927,431139,42352,16609,335292,8554,0
1981,528,8333956,3302,11985,48738,94768,377443,0428,0
1982,1104,441577,4248,484892,36363,64577,423428,5631,0
1983,2149,781476,4986,019975,44342,74253,434924,0864,0
1984,1919,057911,7391,960648,188359,9253,326575,6383,0
1985,1281,113263,8414,501085,267209,4588,284242,0432,0
1986,103,9311264,8834,822203,384536,3166,216332,2367,0
1987,114,7756155,7750,548602,415579,108,202202,5235,0
1988,193,3192369,6807,91966,553758,8357,120985,0957,0
1989,196,4978277,5576,717034,681671,0963,85374,85772,0
1990,200,9385119,4369,766626,715750,1781,76056,71928,0
1991,135,5231629,5989,48335,705336,8269,70015,62631,0
1992,177,8343923,9435,770152,691057,6417,72459,16918,0
1993,124,8074534,12514,06011,706344,9546,83893,59027,152,2591634
1994,89,05528994,14460,22362,677543,9312,94972,45109,299,8512602
1995,6,053670177,10516,47289,655685,0462,92218,77355,490,3072809
1996,45,60408292,6903,304883,684020,9919,91628,09895,504,3530059
1997,77,01460792,3316,06613,776469,7922,77996,51798,561,9984604
1998,106,1959756,3740,70598,830963,352,81618,50466,540,5858176
1999,136,8031788,4165,295256,853196,2434,80767,51081,580,0983964
2000,202,8874172,4667,981858,855869,8149,86713,53732,496,3353725
2001,261,1035126,6877,349479,840653,7258,91419,07669,466,8854268
2002,361,358716,13640,9182,811117,7441,95466,50747,401,728833
2003,583,4629612,18384,38044,789941,6239,87254,64015,619,5687781
2004,767,7153527,21383,05483,796748,4576,78131,90151,1026,000301
2005,660,3528377,19370,56805,843240,8913,73682,92801,1441,816117
2006,409,2859122,19957,25848,878197,086,81583,17284,1800,663093
2007,206,3737012,17114,52905,911781,2662,90762,8849,2093,947319
2008,219,0460789,13585,69296,912972,3929,96487,46957,2310,946761
2009,148,5099992,6535,365106,614689,9133,66171,22276,1612,785313
2010,0,0,0,0,0
