Year,Collapsed,Overexploited,Exploited,Developing,Rebuilding
1950,0,0,1587,23132,0
1951,0,0,4873.33333333333,19694.3333333333,0
1952,0,0,4780,19852.6666666667,0
1953,0,0,4754,20115,0
1954,0,0,4728.33333333333,20981.6666666667,0
1955,0,0,6731,20078.3333333333,0
1956,0,0,5295.33333333333,22843.3333333333,0
1957,0,0,5512.33333333333,23079.3333333333,0
1958,0,0,5620,23830.6666666667,0
1959,0,0,11961,20530,0
1960,0,0,16087.6666666667,19380.3333333333,0
1961,0,0,18115.3333333333,18968.3333333333,0
1962,0,0,15673.3333333333,20784.3333333333,0
1963,0,1748,13023.3333333333,21952.3333333333,0
1964,0,3525.66666666667,12634.3333333333,22419.6666666667,0
1965,0,5362.66666666667,18391,18731.6666666667,0
1966,0,5481.33333333333,25900,14987.6666666667,0
1967,0,5474,32109,10987.6666666667,0
1968,54.6666666666667,6000,29699,11270,0
1969,137,5703,28471,15427.6666666667,0
1970,137,5726.66666666667,29516.6666666667,22702,0
1971,83,6200.33333333333,30580.3333333333,34810.6666666667,0
1972,6.66666666666667,7379.33333333333,34779.6666666667,41454,0
1973,14.3333333333333,8121,42637,45130.6666666667,0
1974,25.6666666666667,8274.33333333333,41571.6666666667,51896,0
1975,32,8254,37818.3333333333,70758,0
1976,54.6666666666667,9305.33333333333,51599.3333333333,92915,0
1977,52,14512,54968.6666666667,84015.3333333333,0
1978,280,17880,56717,63472,0
1979,511.333333333333,19908,46384.6666666667,35981,0
1980,1073.33333333333,18817,57009.3333333333,44024,54.6666666666667
1981,1031,20351.6666666667,63174.3333333333,55451.6666666667,159.333333333333
1982,1023,25296.6666666667,61100,72755.6666666667,159.333333333333
1983,652.666666666667,27364.3333333333,85727.6666666667,63987.3333333333,167
1984,681.666666666667,25917.6666666667,110479.666666667,53221.6666666667,62.3333333333333
1985,551.666666666667,29480,109061,49711.6666666667,62.3333333333333
1986,556.666666666667,35309.3333333333,80104.6666666667,65447,0
1987,436.666666666667,42721.6666666667,56491.3333333333,85922,0
1988,487.333333333333,44521,54638,107525,0
1989,379,44260.3333333333,59803.6666666667,118864.333333333,0
1990,593,49816,57137.3333333333,134302.666666667,629.333333333333
1991,934.333333333333,49252.3333333333,121977,96331.6666666667,1220
1992,1359,41977.6666666667,138328.333333333,107734,1364
1993,1671.33333333333,35235.6666666667,209616,64791,1351.66666666667
1994,2136,33822,242680.333333333,60728.3333333333,920.666666666667
1995,1896.33333333333,46543.6666666667,261120,27625,1392
1996,2059.33333333333,48854.3333333333,294947.666666667,22648,1491
1997,2197,50520.6666666667,307065.333333333,21626.6666666667,1557
1998,2568.66666666667,44810.3333333333,357885.666666667,11860,1284
1999,2258,45516.3333333333,331371.333333333,22220.3333333333,1049.66666666667
2000,2158.66666666667,44861.3333333333,301936,33278,1387
2001,2350.33333333333,46957,301339,24533.3333333333,1355
2002,2392,50689.3333333333,308148.666666667,13098,1222.33333333333
2003,1731,56553,312897,446.666666666667,922
2004,1238,91165.3333333333,269642.333333333,1281.66666666667,980
2005,1200,117721.333333333,226257.666666667,1236.33333333333,2131.66666666667
2006,1450.33333333333,138417.333333333,176352,1191.33333333333,3385.66666666667
2007,2061.33333333333,127473.666666667,156201,273.666666666667,3324
2008,2483.33333333333,130594.333333333,128223.333333333,154.666666666667,2184.33333333333
2009,2195.33333333333,139289.666666667,105055.666666667,62,1572.33333333333
2010,960,150632,88981,0,2714
