Year,Collapsed,Overexploited,Exploited,Developing,Rebuilding
1950,0,0,270739,299031,0
1951,0,1129.33333333333,309402.333333333,325050.666666667,0
1952,0,2742.66666666667,308884,333985.666666667,0
1953,0,15928.6666666667,213946.333333333,375462.666666667,0
1954,0,24003.6666666667,123385.333333333,391013.333333333,0
1955,0,31168.3333333333,57905.6666666667,410655.666666667,0
1956,0,32656,71044,414705.333333333,0
1957,0,26001.6666666667,79509.3333333333,423410.333333333,0
1958,0,28338.3333333333,175076.333333333,387276,0
1959,0,26631.3333333333,285602.333333333,323851.333333333,0
1960,0,38989.3333333333,393362,265886.333333333,0
1961,0,42375.6666666667,414116.666666667,266176,0
1962,0,45045,400244.333333333,279655.666666667,0
1963,0,50785.3333333333,296690.333333333,332854.666666667,0
1964,0,53029.3333333333,250090.666666667,365717.666666667,0
1965,0,45729,238289,398868.666666667,0
1966,38,29269.6666666667,310399.333333333,419925.333333333,0
1967,38,35828,376353.666666667,441918,0
1968,40.6666666666667,30260,436842.666666667,467408,0
1969,39.6666666666667,46331.6666666667,587344.333333333,365997.666666667,0
1970,53,41584,668182.333333333,327252.666666667,0
1971,63,59473,800390.666666667,232519.666666667,0
1972,138,57324,835894,290139.333333333,0
1973,232.666666666667,62282,879887.666666667,307079,0
1974,443.333333333333,56106.6666666667,870583.666666667,388289.333333333,5.33333333333333
1975,578,71414.3333333333,839367,421514.666666667,12.6666666666667
1976,579,79439.6666666667,811306,453770.333333333,1926.66666666667
1977,370.333333333333,91075.3333333333,774081.333333333,481439.333333333,3083
1978,2894.66666666667,75931,776870.666666667,511881.333333333,4519
1979,2958.66666666667,68225,768879.333333333,582643,6791.33333333333
1980,3203,66983.6666666667,948937.333333333,483462,10000.3333333333
1981,668.666666666667,73233.6666666667,1167707.33333333,359800.666666667,14218
1982,632,68117.3333333333,1444718.33333333,186030,17014
1983,646.666666666667,64543,1629213.66666667,176062.333333333,20002
1984,601.333333333333,60759.6666666667,1739767.66666667,174552.333333333,23320.6666666667
1985,549,61085,1814833,168050,25956.6666666667
1986,317.666666666667,107293.333333333,1730434.33333333,165138.666666667,26673
1987,236,147212.333333333,1698020.66666667,164130.333333333,24064.3333333333
1988,286,182454.666666667,1661338.66666667,175575,18665
1989,398,152788.666666667,1616939.66666667,210226.333333333,14319.3333333333
1990,727,140243.333333333,1501597,242220.333333333,11866
1991,1015,129071,1373952,237069,11645.3333333333
1992,1045,343147,1097102.66666667,185889,11715.3333333333
1993,1278,502835,862779.666666667,141618.333333333,10829.3333333333
1994,1610.66666666667,536110,733600.333333333,140453,11119.3333333333
1995,30405,397287,816816.333333333,116882.333333333,12494.6666666667
1996,56786.3333333333,289370.333333333,780811.666666667,125251,18104
1997,72890.6666666667,334769,625172.333333333,106263,25295.6666666667
1998,74918,384712.333333333,415625.666666667,121557.666666667,32235.3333333333
1999,60526.6666666667,404182.666666667,352058,109575.333333333,35392
2000,59098,405868,304720,114249,33581.6666666667
2001,34346.6666666667,354099,389649,108629.666666667,31743
2002,27353.3333333333,363260.333333333,415936,92638.6666666667,30127.3333333333
2003,17976,377174.333333333,429503.666666667,78645,31838.3333333333
2004,16172.3333333333,365652.666666667,437818,73240,34304.3333333333
2005,17513.3333333333,367090.666666667,440878.666666667,78437.6666666667,37592
2006,20091.6666666667,404184,428508,82960.6666666667,36306.6666666667
2007,22452,443058.333333333,399004,90888.3333333333,34918.6666666667
2008,22665.3333333333,446325,389991,95299.6666666667,33160.6666666667
2009,21584.6666666667,417498.333333333,425381.666666667,102584.333333333,35022.6666666667
2010,22652,436955,422653,110496,35872
