Year,Collapsed,Overexploited,Exploited,Developing,Rebuilding
1950,0,0,35259,237544,0
1951,0,0,64901,305861.333333333,0
1952,0,0,82185.6666666667,362001.666666667,0
1953,0,0,99058.3333333333,421665.333333333,0
1954,29,4090.33333333333,104070.333333333,508300.333333333,0
1955,29,9157,138028.666666667,565734,0
1956,29,14176.6666666667,163927.333333333,600959,0
1957,681.666666666667,15026,202607.666666667,593686,0
1958,1655.66666666667,10237.3333333333,200548,603557.666666667,0
1959,2337.33333333333,5495.66666666667,198677.666666667,608227.333333333,0
1960,2240,1239.33333333333,195591.666666667,620242.666666667,0
1961,1850.33333333333,1609.33333333333,198732.333333333,646708,0
1962,1850.33333333333,15627,203334.666666667,669906.333333333,0
1963,2337.33333333333,29726.6666666667,199282.333333333,692274,0
1964,2931.33333333333,46584,196863,727049.666666667,0
1965,2278.66666666667,42963.6666666667,206023.333333333,780114.333333333,0
1966,1207.33333333333,38935.6666666667,226749.666666667,831495.333333333,0
1967,29,47564,303391.666666667,830744.333333333,0
1968,1167.66666666667,49490.6666666667,392288,819986.333333333,0
1969,1170.33333333333,65020,474273.333333333,845073.666666667,0
1970,2347,65550,470808.666666667,895071,0
1971,1179.33333333333,93458.6666666667,476209,910967.666666667,0
1972,1285.33333333333,103520.333333333,515846,881466.333333333,0
1973,233.666666666667,106960.666666667,615939.666666667,854915.666666667,0
1974,760.666666666667,98981.6666666667,663475.666666667,860617,0
1975,752,96435.3333333333,681107,891552.333333333,0
1976,749,125948,727977,919904,0
1977,940.333333333333,156862.666666667,805623,1000844.66666667,0
1978,2892,198303.333333333,669010.333333333,1081572.66666667,0
1979,4797.66666666667,221266.333333333,443200.333333333,1217328.66666667,70.3333333333333
1980,5604,235625.333333333,274240.333333333,1261593,130.666666666667
1981,5170,239021,417550.333333333,1211328,208.666666666667
1982,4573.66666666667,212224,478982.333333333,1224986.66666667,372.666666666667
1983,4524.66666666667,193481.666666667,606436,1231735.33333333,531.333333333333
1984,5174.33333333333,173855.333333333,606145.333333333,1319136.33333333,580.666666666667
1985,11013,171687.333333333,792718.666666667,1291857.66666667,460.666666666667
1986,16069.6666666667,160125.333333333,910803.666666667,1265666.33333333,828.333333333333
1987,20719.6666666667,149223.666666667,980456.666666667,1287461,1770.66666666667
1988,20531,132708.666666667,1050571.66666667,1276310.33333333,3508
1989,16373,133541.333333333,1094268.66666667,1289899.33333333,11362.6666666667
1990,11970.3333333333,143146.666666667,1208799.66666667,1273171.33333333,19780
1991,7675.33333333333,213104.333333333,1252713.66666667,1219137.66666667,30074
1992,6824.66666666667,267577,1238050.66666667,1227432.33333333,34322.3333333333
1993,5593,353477,1420945.33333333,1159157.66666667,46521.3333333333
1994,6406.33333333333,341143.666666667,1661970.66666667,1132249.66666667,53374.6666666667
1995,8082.66666666667,342031,1778583.33333333,1143574,58197.3333333333
1996,8503,279097.333333333,2045631,1079742,55309
1997,7606.66666666667,260021.666666667,2271973.66666667,1056044,50145
1998,6749.66666666667,232856.333333333,2705722,955229,48151.3333333333
1999,7309.66666666667,276581,2900746.66666667,950696,60615.6666666667
2000,7943,307281,3137694.66666667,911779,68375.3333333333
2001,8558,329400.666666667,3110675.66666667,898380.666666667,74853.3333333333
2002,9636.66666666667,290140,3199009,896169.666666667,69008.6666666667
2003,9803,281599.333333333,3185922.66666667,923001.666666667,70980
2004,9890,380280.333333333,3252834,928463.333333333,69160.6666666667
2005,8817,451255,3092880.33333333,942134.333333333,61617.3333333333
2006,9518.66666666667,441668.666666667,3041079.33333333,1069880.33333333,59822.3333333333
2007,10645.6666666667,358574.666666667,3063219,1193557.66666667,58174
2008,13646,440505,2953129.33333333,1338427,63955
2009,12403.3333333333,547204,2841224,1393971.33333333,68147.3333333333
2010,8886,584761,2836639,1477399,77890
