Year,Collapsed,Overexploited,Exploited,Developing,Rebuilding
1950,0,0,916,1655,0
1951,0,0,785,2640.33333333333,0
1952,0,0,717.333333333333,3623.66666666667,0
1953,0,0,1517.33333333333,4159,0
1954,0,0,2254.33333333333,4129,0
1955,0,0,3070.66666666667,3900,0
1956,0,0,3316.33333333333,3748,0
1957,0,0,2805.33333333333,4163.33333333333,0
1958,0,0,2006.33333333333,4750.33333333333,0
1959,0,0,1345.33333333333,5283,0
1960,0,18.6666666666667,1000.33333333333,5805,0
1961,0,18.6666666666667,1533.33333333333,6186.33333333333,0
1962,0,18.6666666666667,1309.66666666667,6910.33333333333,0
1963,0,0,1911,7263,0
1964,2,17,2233.66666666667,7675,0
1965,5.33333333333333,86.3333333333333,2911,7892,0
1966,9,104,5131.66666666667,6777.66666666667,0
1967,9.66666666666667,155.666666666667,6975.66666666667,5461,0
1968,10.3333333333333,137,7222,4925.33333333333,0
1969,8,350.666666666667,5227.33333333333,5814.33333333333,0
1970,10,466,2986.66666666667,7020.33333333333,0
1971,10.3333333333333,529.666666666667,2443.33333333333,7484,0
1972,13,432,1478,7219.33333333333,0
1973,22,467.666666666667,764,6949,0
1974,27.6666666666667,579,0,7119,0
1975,38,648,277.666666666667,8104.33333333333,0
1976,54.3333333333333,582.333333333333,1513.66666666667,9240.33333333333,0
1977,67.6666666666667,588.333333333333,3130.66666666667,9909.33333333333,10.3333333333333
1978,70,494,3579,10829.6666666667,43.6666666666667
1979,52.6666666666667,581.666666666667,3713,10938.6666666667,58.6666666666667
1980,42.3333333333333,537,3390.66666666667,11120,59.6666666666667
1981,37,598.666666666667,6646.66666666667,10408,70.3333333333333
1982,33.6666666666667,617.333333333333,9236.33333333333,10500,108.333333333333
1983,27,794,11495.3333333333,11576.6666666667,133.333333333333
1984,20.3333333333333,930,10911.3333333333,12209.3333333333,109.333333333333
1985,24.6666666666667,2712.66666666667,8996,12437,84.6666666666667
1986,37.6666666666667,3584.33333333333,8787.33333333333,11962,84.3333333333333
1987,51.3333333333333,4273.33333333333,9126,12499.3333333333,120.666666666667
1988,235.666666666667,2481,10250.3333333333,12496.6666666667,157
1989,436.333333333333,1457,10182.6666666667,12242.6666666667,194.666666666667
1990,461.333333333333,610.666666666667,10043.3333333333,12147.6666666667,1026.66666666667
1991,309,727,11901.6666666667,11945.3333333333,1008.33333333333
1992,137.666666666667,1062.33333333333,13882.3333333333,11685,955.333333333333
1993,209.666666666667,1389,15384.3333333333,11697.6666666667,91.3333333333333
1994,316.666666666667,1464,15781.3333333333,11897.6666666667,876
1995,339.333333333333,1908.33333333333,14708,12376,1539.66666666667
1996,282.333333333333,2445,13536,12066.6666666667,2202
1997,174.666666666667,3181.66666666667,10989,12124.3333333333,1981.33333333333
1998,126.666666666667,3489.66666666667,13292.3333333333,10571.3333333333,2107
1999,96,4101.33333333333,15587,9573,2289.33333333333
2000,104,4240.66666666667,18578.6666666667,8903.66666666667,2170
2001,404,4145.33333333333,18600,9564,1381
2002,434,3728,19093.3333333333,11247.3333333333,1478.33333333333
2003,437.666666666667,4026.66666666667,19040.3333333333,13389,1879.33333333333
2004,184.666666666667,4074,18656,16154.6666666667,3287.66666666667
2005,183.333333333333,4181.66666666667,17544,17254.6666666667,3265.66666666667
2006,170.333333333333,4006,17638.6666666667,19538.3333333333,3304
2007,143.666666666667,4667.33333333333,16885,21428.6666666667,2782.33333333333
2008,188.666666666667,5226,16672.3333333333,24297,2488
2009,257.666666666667,5687.33333333333,15887.3333333333,25853,2196
2010,338,5707,15376,27704,1915
