LME,PERIOD,N,MIN,MAX,MED,MEAN,PERIOD_ANOM,PERIOD_N,PERIOD_MEAN,ANOM,YEAR
IBERIAN_COASTAL,!Y_1996,2,0.3286511600017548,0.3544969856739044,0.3415740728378296,0.3415740728378296,!YEAR,17,0.4823981703204267,,1996
IBERIAN_COASTAL,!Y_1997,10,0.2600401937961578,0.5657138824462891,0.4370828270912170,0.4112960994243622,!YEAR,17,0.4823981703204267,-0.07110207089606452,1997
IBERIAN_COASTAL,!Y_1998,12,0.2898594737052918,0.7666800618171692,0.3948625326156616,0.4547197371721268,!YEAR,17,0.4823981703204267,-0.02767843314829993,1998
IBERIAN_COASTAL,!Y_1999,12,0.2605159878730774,0.8492391109466553,0.3855177164077759,0.4275554294387500,!YEAR,17,0.4823981703204267,-0.05484274088167673,1999
IBERIAN_COASTAL,!Y_2000,12,0.3183646500110626,0.6146288514137268,0.4016454815864563,0.4261081243554751,!YEAR,17,0.4823981703204267,-0.05629004596495157,2000
IBERIAN_COASTAL,!Y_2001,12,0.3211695253849030,0.7927528023719788,0.4156510084867477,0.4827909817298253,!YEAR,17,0.4823981703204267,0.0003928114093986190,2001
IBERIAN_COASTAL,!Y_2002,12,0.3213567435741425,0.7489387989044190,0.4636138081550598,0.4818407744169235,!YEAR,17,0.4823981703204267,-0.0005573959035031773,2002
IBERIAN_COASTAL,!Y_2003,12,0.3188425004482269,0.8702281713485718,0.4428384304046631,0.4700973927974701,!YEAR,17,0.4823981703204267,-0.01230077752295661,2003
IBERIAN_COASTAL,!Y_2004,12,0.3097317218780518,0.8157137632369995,0.4015056788921356,0.4577883332967758,!YEAR,17,0.4823981703204267,-0.02460983702365088,2004
IBERIAN_COASTAL,!Y_2005,12,0.3097759783267975,1.134596943855286,0.4213923960924149,0.4894349773724874,!YEAR,17,0.4823981703204267,0.007036807052060667,2005
IBERIAN_COASTAL,!Y_2006,12,0.3789026141166687,0.7904461622238159,0.4398846924304962,0.4962916697065036,!YEAR,17,0.4823981703204267,0.01389349938607687,2006
IBERIAN_COASTAL,!Y_2007,12,0.4065455794334412,0.7169601321220398,0.4946949183940888,0.5361548066139221,!YEAR,17,0.4823981703204267,0.05375663629349542,2007
IBERIAN_COASTAL,!Y_2008,12,0.3925993144512177,0.7942789793014526,0.4328302741050720,0.4852576603492101,!YEAR,17,0.4823981703204267,0.002859490028783385,2008
IBERIAN_COASTAL,!Y_2009,12,0.2903512716293335,1.211902499198914,0.4358476549386978,0.5730036919315656,!YEAR,17,0.4823981703204267,0.09060552161113894,2009
IBERIAN_COASTAL,!Y_2010,12,0.3850169777870178,0.8076989054679871,0.4722932875156403,0.5132029602924982,!YEAR,17,0.4823981703204267,0.03080478997207153,2010
IBERIAN_COASTAL,!Y_2011,12,0.3592396676540375,1.030363678932190,0.4233315736055374,0.4969140514731407,!YEAR,17,0.4823981703204267,0.01451588115271402,2011
IBERIAN_COASTAL,!Y_2012,12,0.2869336605072022,0.7813442349433899,0.3784851133823395,0.4012571275234222,!YEAR,17,0.4823981703204267,-0.08114104279700446,2012
IBERIAN_COASTAL,!Y_2013,6,0.4302569329738617,0.9110106229782105,0.5567479729652405,0.5970550775527954,!YEAR,17,0.4823981703204267,0.1146569072323687,2013
