LME,PERIOD,N,MIN,MAX,MED,MEAN,PERIOD_ANOM,PERIOD_N,PERIOD_MEAN,ANOM,YEAR
NORTH_AUSTRALIAN_SHELF,!Y_1996,2,0.4711394608020783,0.5075986385345459,0.4893690496683121,0.4893690496683121,!YEAR,17,0.7299203836742569,,1996
NORTH_AUSTRALIAN_SHELF,!Y_1997,10,0.4610544443130493,0.6989462375640869,0.5336853265762329,0.5624512195587158,!YEAR,17,0.7299203836742569,-0.1674691641155411,1997
NORTH_AUSTRALIAN_SHELF,!Y_1998,12,0.5465444922447205,0.8855988979339600,0.6289415955543518,0.6788422067960104,!YEAR,17,0.7299203836742569,-0.05107817687824656,1998
NORTH_AUSTRALIAN_SHELF,!Y_1999,12,0.5034728646278381,0.9624263048171997,0.6872700154781342,0.6687931368748347,!YEAR,17,0.7299203836742569,-0.06112724679942228,1999
NORTH_AUSTRALIAN_SHELF,!Y_2000,12,0.5003587603569031,0.8267917037010193,0.6381145417690277,0.6453700661659241,!YEAR,17,0.7299203836742569,-0.08455031750833286,2000
NORTH_AUSTRALIAN_SHELF,!Y_2001,12,0.4813091456890106,0.9208444356918335,0.7110002338886261,0.6784823959072431,!YEAR,17,0.7299203836742569,-0.05143798776701380,2001
NORTH_AUSTRALIAN_SHELF,!Y_2002,12,0.5814719796180725,0.9799355864524841,0.7012100219726563,0.7469463050365448,!YEAR,17,0.7299203836742569,0.01702592136228787,2002
NORTH_AUSTRALIAN_SHELF,!Y_2003,12,0.6440140008926392,0.9623452425003052,0.7774781584739685,0.7952193766832352,!YEAR,17,0.7299203836742569,0.06529899300897823,2003
NORTH_AUSTRALIAN_SHELF,!Y_2004,12,0.7048159241676331,1.076802730560303,0.8134560286998749,0.8138705988725027,!YEAR,17,0.7299203836742569,0.08395021519824575,2004
NORTH_AUSTRALIAN_SHELF,!Y_2005,12,0.6402126550674439,0.9543840885162354,0.8043896555900574,0.7865427186091741,!YEAR,17,0.7299203836742569,0.05662233493491720,2005
NORTH_AUSTRALIAN_SHELF,!Y_2006,12,0.6392791271209717,1.068936705589294,0.7815994620323181,0.8017294754584631,!YEAR,17,0.7299203836742569,0.07180909178420614,2006
NORTH_AUSTRALIAN_SHELF,!Y_2007,12,0.6053124666213989,1.090225458145142,0.7726923525333405,0.7856827576955160,!YEAR,17,0.7299203836742569,0.05576237402125905,2007
NORTH_AUSTRALIAN_SHELF,!Y_2008,12,0.5564310550689697,0.9232066273689270,0.7840617597103119,0.7421731402476629,!YEAR,17,0.7299203836742569,0.01225275657340597,2008
NORTH_AUSTRALIAN_SHELF,!Y_2009,12,0.6287777423858643,1.134881019592285,0.7687360048294067,0.7807696859041849,!YEAR,17,0.7299203836742569,0.05084930222992801,2009
NORTH_AUSTRALIAN_SHELF,!Y_2010,12,0.6183198690414429,0.9842724800109863,0.8475002348423004,0.8046820114056269,!YEAR,17,0.7299203836742569,0.07476162773136996,2010
NORTH_AUSTRALIAN_SHELF,!Y_2011,12,0.5731867551803589,1.014642119407654,0.7722192108631134,0.7724760969479879,!YEAR,17,0.7299203836742569,0.04255571327373098,2011
NORTH_AUSTRALIAN_SHELF,!Y_2012,12,0.4700084328651428,0.8850029706954956,0.6843914091587067,0.6655967732270559,!YEAR,17,0.7299203836742569,-0.06432361044720103,2012
NORTH_AUSTRALIAN_SHELF,!Y_2013,6,0.5151535272598267,0.9385222196578980,0.6339574754238129,0.6790185570716858,!YEAR,17,0.7299203836742569,-0.05090182660257114,2013
