LME,PERIOD,N,MIN,MAX,MED,MEAN,PERIOD_ANOM,PERIOD_N,PERIOD_MEAN,ANOM,YEAR
SEA_OF_OKHOTSK,!Y_1996,2,0.3437484204769135,0.7694616913795471,0.5566050559282303,0.5566050559282303,!YEAR,17,1.002073114116987,,1996
SEA_OF_OKHOTSK,!Y_1997,10,0.2862702608108521,1.877581000328064,1.159937679767609,1.021084129810333,!YEAR,17,1.002073114116987,0.01901101569334651,1997
SEA_OF_OKHOTSK,!Y_1998,12,0.4874549508094788,2.367117166519165,1.071352303028107,1.154565910498301,!YEAR,17,1.002073114116987,0.1524927963813145,1998
SEA_OF_OKHOTSK,!Y_1999,12,0.4229989051818848,2.944346189498901,0.9921920299530029,1.097222390274207,!YEAR,17,1.002073114116987,0.09514927615722013,1999
SEA_OF_OKHOTSK,!Y_2000,12,0.3882619440555573,2.141505002975464,0.9619719684123993,1.041170274217923,!YEAR,17,1.002073114116987,0.03909716010093667,2000
SEA_OF_OKHOTSK,!Y_2001,12,0.4140667319297791,2.602915287017822,0.9517503082752228,1.074442545572917,!YEAR,17,1.002073114116987,0.07236943145593000,2001
SEA_OF_OKHOTSK,!Y_2002,12,0.3573785722255707,2.280928611755371,0.9623724818229675,0.9497945358355840,!YEAR,17,1.002073114116987,-0.05227857828140270,2002
SEA_OF_OKHOTSK,!Y_2003,12,0.2549876868724823,2.052621841430664,0.9382729232311249,0.9267410263419151,!YEAR,17,1.002073114116987,-0.07533208777507161,2003
SEA_OF_OKHOTSK,!Y_2004,12,0.2571674883365631,2.123910188674927,0.7771260738372803,0.9836495543519656,!YEAR,17,1.002073114116987,-0.01842355976502119,2004
SEA_OF_OKHOTSK,!Y_2005,12,0.2553427517414093,2.092820882797241,0.8648598492145538,0.9858552912871043,!YEAR,17,1.002073114116987,-0.01621782282988249,2005
SEA_OF_OKHOTSK,!Y_2006,12,0.2532098591327667,2.607097625732422,0.9426381289958954,1.068523563444614,!YEAR,17,1.002073114116987,0.06645044932762767,2006
SEA_OF_OKHOTSK,!Y_2007,12,0.3003889024257660,2.204827070236206,0.8315256834030151,0.9557859102884928,!YEAR,17,1.002073114116987,-0.04628720382849394,2007
SEA_OF_OKHOTSK,!Y_2008,12,0.2724858522415161,1.906110644340515,0.9453336000442505,0.9269287635882696,!YEAR,17,1.002073114116987,-0.07514435052871715,2008
SEA_OF_OKHOTSK,!Y_2009,12,0.2717018127441406,1.946014642715454,0.9178586602210999,0.9590508689483007,!YEAR,17,1.002073114116987,-0.04302224516868602,2009
SEA_OF_OKHOTSK,!Y_2010,12,0.3088919222354889,2.327087163925171,0.7487703263759613,0.9486996531486511,!YEAR,17,1.002073114116987,-0.05337346096833562,2010
SEA_OF_OKHOTSK,!Y_2011,12,0.2703544497489929,1.669451355934143,0.9812001287937164,0.8830326621731123,!YEAR,17,1.002073114116987,-0.1190404519438745,2011
SEA_OF_OKHOTSK,!Y_2012,12,0.2786286473274231,2.405860424041748,1.288197934627533,1.148003734648228,!YEAR,17,1.002073114116987,0.1459306205312410,2012
SEA_OF_OKHOTSK,!Y_2013,6,0.3475812077522278,2.454464197158814,0.5212519466876984,0.9106921255588532,!YEAR,17,1.002073114116987,-0.09138098855813359,2013
