LME,PERIOD,N,MIN,MAX,MED,MEAN,PERIOD_ANOM,PERIOD_N,PERIOD_MEAN,ANOM,YEAR
BENGUELA_CURRENT,!Y_1996,2,0.5637879371643066,0.5728820562362671,0.5683349967002869,0.5683349967002869,!YEAR,17,1.023127949705311,,1996
BENGUELA_CURRENT,!Y_1997,10,0.5562759041786194,2.052500009536743,0.7285211384296417,0.8993099629878998,!YEAR,17,1.023127949705311,-0.1238179867174110,1997
BENGUELA_CURRENT,!Y_1998,12,0.7006229162216187,1.333391785621643,0.9990402758121491,1.010246649384499,!YEAR,17,1.023127949705311,-0.01288130032081214,1998
BENGUELA_CURRENT,!Y_1999,12,0.7402960062026978,1.145090103149414,1.030444264411926,1.005309025446574,!YEAR,17,1.023127949705311,-0.01781892425873677,1999
BENGUELA_CURRENT,!Y_2000,12,0.8070352077484131,1.374204993247986,1.071819663047791,1.074457009633382,!YEAR,17,1.023127949705311,0.05132905992807135,2000
BENGUELA_CURRENT,!Y_2001,12,0.6622106432914734,1.138887047767639,0.9059099853038788,0.9257459938526154,!YEAR,17,1.023127949705311,-0.09738195585269538,2001
BENGUELA_CURRENT,!Y_2002,12,0.7194898724555969,1.579179048538208,0.9971697032451630,1.025432065129280,!YEAR,17,1.023127949705311,0.002304115423969355,2002
BENGUELA_CURRENT,!Y_2003,12,0.8449373841285706,1.315974831581116,1.056168258190155,1.041324545939763,!YEAR,17,1.023127949705311,0.01819659623445258,2003
BENGUELA_CURRENT,!Y_2004,12,0.9131807684898377,1.498377680778503,1.088838577270508,1.127862925330798,!YEAR,17,1.023127949705311,0.1047349756254872,2004
BENGUELA_CURRENT,!Y_2005,12,0.8472282886505127,1.257956147193909,0.9939664900302887,1.028894647955895,!YEAR,17,1.023127949705311,0.005766698250583735,2005
BENGUELA_CURRENT,!Y_2006,12,0.8278728723526001,1.726890325546265,1.005442142486572,1.045306965708733,!YEAR,17,1.023127949705311,0.02217901600342187,2006
BENGUELA_CURRENT,!Y_2007,12,0.7863873243331909,1.562806844711304,1.022554904222488,1.050223166743914,!YEAR,17,1.023127949705311,0.02709521703860363,2007
BENGUELA_CURRENT,!Y_2008,12,0.8026013970375061,1.704860925674439,1.026193916797638,1.070126230518023,!YEAR,17,1.023127949705311,0.04699828081271251,2008
BENGUELA_CURRENT,!Y_2009,12,0.8389150500297546,1.310580492019653,1.073811173439026,1.037005742390950,!YEAR,17,1.023127949705311,0.01387779268563971,2009
BENGUELA_CURRENT,!Y_2010,12,0.5794303417205811,2.161641597747803,0.9892616569995880,1.033196061849594,!YEAR,17,1.023127949705311,0.01006811214428338,2010
BENGUELA_CURRENT,!Y_2011,12,0.6988448500633240,1.248044013977051,0.9067782163619995,0.9267009248336157,!YEAR,17,1.023127949705311,-0.09642702487169508,2011
BENGUELA_CURRENT,!Y_2012,12,0.5778296589851379,1.671131372451782,0.9765982925891876,1.074019044637680,!YEAR,17,1.023127949705311,0.05089109493236932,2012
BENGUELA_CURRENT,!Y_2013,6,0.6811861395835877,1.883232355117798,0.8834151327610016,1.018014182647069,!YEAR,17,1.023127949705311,-0.005113767058241514,2013
