LME,PERIOD,N,MIN,MAX,MED,MEAN,PERIOD_ANOM,PERIOD_N,PERIOD_MEAN,ANOM,YEAR
MEDITERRANEAN_SEA,!Y_1996,2,0.1796937435865402,0.2095531970262528,0.1946234703063965,0.1946234703063965,!YEAR,17,0.2591023634169616,,1996
MEDITERRANEAN_SEA,!Y_1997,10,0.1356812864542007,0.3090386092662811,0.2356954440474510,0.2163708791136742,!YEAR,17,0.2591023634169616,-0.04273148430328747,1997
MEDITERRANEAN_SEA,!Y_1998,12,0.1375845819711685,0.3661578297615051,0.2152098342776299,0.2269630233446757,!YEAR,17,0.2591023634169616,-0.03213934007228594,1998
MEDITERRANEAN_SEA,!Y_1999,12,0.1501602530479431,0.3684054613113403,0.2251796945929527,0.2394270350535711,!YEAR,17,0.2591023634169616,-0.01967532836339056,1999
MEDITERRANEAN_SEA,!Y_2000,12,0.1574691087007523,0.3380373418331146,0.2423221766948700,0.2486731720467409,!YEAR,17,0.2591023634169616,-0.01042919137022078,2000
MEDITERRANEAN_SEA,!Y_2001,12,0.1448267251253128,0.3784554600715637,0.2221642881631851,0.2388922174771627,!YEAR,17,0.2591023634169616,-0.02021014593979895,2001
MEDITERRANEAN_SEA,!Y_2002,12,0.1799002438783646,0.3296338319778442,0.2553765699267387,0.2508312761783600,!YEAR,17,0.2591023634169616,-0.008271087238601649,2002
MEDITERRANEAN_SEA,!Y_2003,12,0.1805873364210129,0.3730310201644898,0.2520206496119499,0.2608064189553261,!YEAR,17,0.2591023634169616,0.001704055538364446,2003
MEDITERRANEAN_SEA,!Y_2004,12,0.1834804117679596,0.4043332338333130,0.2726853191852570,0.2763834061721961,!YEAR,17,0.2591023634169616,0.01728104275523446,2004
MEDITERRANEAN_SEA,!Y_2005,12,0.1858664005994797,0.3604289889335632,0.2544131726026535,0.2613679952919483,!YEAR,17,0.2591023634169616,0.002265631874986684,2005
MEDITERRANEAN_SEA,!Y_2006,12,0.1795995831489563,0.4400644302368164,0.2591765001416206,0.2807693444192410,!YEAR,17,0.2591023634169616,0.02166698100227932,2006
MEDITERRANEAN_SEA,!Y_2007,12,0.1727130711078644,0.3708081245422363,0.2493357062339783,0.2581751396258672,!YEAR,17,0.2591023634169616,-0.0009272237910944448,2007
MEDITERRANEAN_SEA,!Y_2008,12,0.1791743189096451,0.3626125454902649,0.2445799410343170,0.2656570449471474,!YEAR,17,0.2591023634169616,0.006554681530185735,2008
MEDITERRANEAN_SEA,!Y_2009,12,0.1791614145040512,0.4030826985836029,0.2621698155999184,0.2727719148000081,!YEAR,17,0.2591023634169616,0.01366955138304649,2009
MEDITERRANEAN_SEA,!Y_2010,12,0.1823251098394394,0.4367328882217407,0.2745262831449509,0.2869941790898641,!YEAR,17,0.2591023634169616,0.02789181567290244,2010
MEDITERRANEAN_SEA,!Y_2011,12,0.1760542243719101,0.3548747003078461,0.2605259418487549,0.2561253507932027,!YEAR,17,0.2591023634169616,-0.002977012623758935,2011
MEDITERRANEAN_SEA,!Y_2012,12,0.1412562876939774,0.3489428162574768,0.2305861040949822,0.2379423479239146,!YEAR,17,0.2591023634169616,-0.02116001549304705,2012
MEDITERRANEAN_SEA,!Y_2013,6,0.2384071648120880,0.4360470771789551,0.3366182297468185,0.3265894328554471,!YEAR,17,0.2591023634169616,0.06748706943848548,2013
