LME,PERIOD,N,MIN,MAX,MED,MEAN,PERIOD_ANOM,PERIOD_N,PERIOD_MEAN,ANOM,YEAR
LAPTEV_SEA,!Y_1997,3,1.605039715766907,10.54752063751221,4.019217967987061,5.390592773755391,!YEAR,17,2.411169295154867,2.979423478600524,1997
LAPTEV_SEA,!Y_1998,5,0.8919618129730225,10.21721267700195,4.900899887084961,5.001095294952393,!YEAR,17,2.411169295154867,2.589925999797526,1998
LAPTEV_SEA,!Y_1999,6,0.3504499793052673,5.855987548828125,3.020934104919434,3.057258397340775,!YEAR,17,2.411169295154867,0.6460891021859077,1999
LAPTEV_SEA,!Y_2000,6,1.318185448646545,4.541402816772461,2.953326940536499,2.810133417447408,!YEAR,17,2.411169295154867,0.3989641222925413,2000
LAPTEV_SEA,!Y_2001,6,0.3207086622714996,4.374830722808838,2.677238881587982,2.446990922093391,!YEAR,17,2.411169295154867,0.03582162693852453,2001
LAPTEV_SEA,!Y_2002,6,0.4293997585773468,3.264297723770142,2.547469735145569,2.073435629407565,!YEAR,17,2.411169295154867,-0.3377336657473022,2002
LAPTEV_SEA,!Y_2003,6,0.3479329049587250,2.669689416885376,1.877418637275696,1.602127070228259,!YEAR,17,2.411169295154867,-0.8090422249266080,2003
LAPTEV_SEA,!Y_2004,6,0.2129920870065689,3.186785936355591,1.828849375247955,1.732543172935645,!YEAR,17,2.411169295154867,-0.6786261222192220,2004
LAPTEV_SEA,!Y_2005,6,0.4210980534553528,3.225743293762207,1.642084717750549,1.669365346431732,!YEAR,17,2.411169295154867,-0.7418039487231347,2005
LAPTEV_SEA,!Y_2006,6,0.4175914227962494,2.796799898147583,1.638166666030884,1.549117262164752,!YEAR,17,2.411169295154867,-0.8620520329901151,2006
LAPTEV_SEA,!Y_2007,7,0.4059444963932037,2.828629016876221,1.607393026351929,1.742898357766015,!YEAR,17,2.411169295154867,-0.6682709373888518,2007
LAPTEV_SEA,!Y_2008,6,0.3421097993850708,4.258101463317871,2.179390788078308,2.121191933751106,!YEAR,17,2.411169295154867,-0.2899773614037606,2008
LAPTEV_SEA,!Y_2009,6,0.3321236371994019,3.631773948669434,2.235936343669891,2.042072037855784,!YEAR,17,2.411169295154867,-0.3690972572990829,2009
LAPTEV_SEA,!Y_2010,6,0.4378543794155121,3.142419576644898,2.113428354263306,1.906008258461952,!YEAR,17,2.411169295154867,-0.5051610366929147,2010
LAPTEV_SEA,!Y_2011,7,0.3958356678485870,3.297655344009399,1.464051365852356,1.660132029226848,!YEAR,17,2.411169295154867,-0.7510372659280189,2011
LAPTEV_SEA,!Y_2012,6,0.4335285127162933,7.434290885925293,2.877308726310730,3.109946583708128,!YEAR,17,2.411169295154867,0.6987772885532606,2012
LAPTEV_SEA,!Y_2013,3,0.9417681694030762,1.250778913497925,1.032361507415772,1.074969530105591,!YEAR,17,2.411169295154867,-1.336199765049276,2013
