Year,Collapsed,Overexploited,Exploited,Developing,Rebuilding
1950,0,0,6272,6558,0
1951,0,0,6554.33333333333,7287.33333333333,0
1952,0,0,6892.66666666667,7842.33333333333,0
1953,0,0,7231,8658.66666666667,0
1954,0,0,7793,9638.33333333333,0
1955,0,0,7041,10825.3333333333,0
1956,0,0,6423.33333333333,12034,0
1957,0,0,5154.33333333333,12406,0
1958,0,0,5322,13733.3333333333,0
1959,0,0,5288.33333333333,14055,0
1960,0,0,6380.33333333333,14243.3333333333,0
1961,0,0,7487.33333333333,13770.6666666667,0
1962,0,0,8524.66666666667,14503,0
1963,0,0,12165.6666666667,13134.6666666667,0
1964,0,0,16638,13035,0
1965,0,0,21727.3333333333,13390.6666666667,0
1966,0,1008.66666666667,21243.6666666667,15811,0
1967,0,2022.66666666667,18886.3333333333,15657,0
1968,0,3182,15812.3333333333,14691,0
1969,0,3286,15472.6666666667,14105,0
1970,0,3422.33333333333,15842.3333333333,15068.3333333333,0
1971,0,3612,16048,15540.6666666667,0
1972,0,3421.66666666667,13615.6666666667,16873.6666666667,0
1973,0,3683.66666666667,10150.6666666667,18900,0
1974,86.6666666666667,2992.33333333333,7155.66666666667,19971,0
1975,203,2173,8556,20566.6666666667,0
1976,319.333333333333,928.666666666667,17658.6666666667,20273.3333333333,0
1977,354.666666666667,1674,20266.6666666667,21655,0
1978,420.333333333333,2569.33333333333,24924,19365.3333333333,0
1979,590.333333333333,3133,24865.6666666667,17865.6666666667,87
1980,1131,1935,27015.6666666667,17281,185.333333333333
1981,1163,3292.33333333333,21260,19473.6666666667,242.333333333333
1982,1089,4946.33333333333,15173,21182,230.333333333333
1983,596.666666666667,7696.66666666667,12401.3333333333,25012,172.666666666667
1984,538.333333333333,8076,17561,27750.6666666667,187.333333333333
1985,493,6798.33333333333,22443,30630.3333333333,150
1986,636.333333333333,5537.66666666667,31056,28368.6666666667,280.666666666667
1987,818,4128,35024.6666666667,26974.6666666667,496.666666666667
1988,1261,5171,36591.3333333333,26315,598.333333333333
1989,1378.33333333333,4675.66666666667,34575.3333333333,28003,569
1990,1216,4502.66666666667,38064,27348.3333333333,670.333333333333
1991,808.666666666667,6192.33333333333,34729.3333333333,25900.3333333333,769
1992,511,8920.66666666667,34348.6666666667,23603.6666666667,1000.66666666667
1993,461.333333333333,10002,31809,23625,1138.33333333333
1994,685,9509,37558.3333333333,22588.6666666667,1636
1995,731.666666666667,10370.6666666667,38460.6666666667,20901.3333333333,1882.66666666667
1996,826.666666666667,13797.3333333333,38590.6666666667,19381.6666666667,2010
1997,607,15034,37183.6666666667,19951.6666666667,2012
1998,763.333333333333,13543,45286,19119.6666666667,2490
1999,720.333333333333,12897,52609.6666666667,17925,3259.33333333333
2000,792.333333333333,13102.3333333333,61178.3333333333,14445.3333333333,3568.33333333333
2001,1002,12959,65148.3333333333,13366.3333333333,3338.66666666667
2002,1220.66666666667,11205.6666666667,73164.6666666667,11035,3448.33333333333
2003,1492,9427.33333333333,82286.3333333333,9526.66666666667,3777.33333333333
2004,1596.66666666667,11203.3333333333,83851,7429.33333333333,3988.66666666667
2005,1483.33333333333,11810,82629.6666666667,6966,3974
2006,1794.66666666667,17153.6666666667,71645.3333333333,6621.33333333333,3652.66666666667
2007,1944,20882.3333333333,63836.3333333333,6818.66666666667,3500.66666666667
2008,2504.66666666667,25334.6666666667,54568.3333333333,7331.66666666667,2964
2009,2262.66666666667,22447.3333333333,57122.3333333333,7638,3250
2010,1858,16403,64935,8140,4021
