Year,Collapsed,Overexploited,Exploited,Developing,Rebuilding
1950,0,0,0,2293,0
1951,0,0,708.333333333333,4933.33333333333,0
1952,0,0,1294.66666666667,6670,0
1953,0,0,2430.66666666667,6697.33333333333,0
1954,0,0,3303.66666666667,6886,0
1955,0,0,4358.66666666667,6667,0
1956,0,0,5060,6668,0
1957,0,0,5606,6848.33333333333,0
1958,0,0,6166.66666666667,6734.66666666667,0
1959,0,0,5886.66666666667,6878.66666666667,0
1960,0,0,6043.66666666667,6999.66666666667,0
1961,0,0,6576,7598.66666666667,0
1962,0,0,7678.33333333333,8004.66666666667,0
1963,0,488.333333333333,5770,9084,0
1964,2,968.333333333333,3056,10188.3333333333,0
1965,4.66666666666667,1520.33333333333,727.666666666667,11512.3333333333,0
1966,8,1426.33333333333,967.333333333333,11950,0
1967,8.66666666666667,1274,1370.66666666667,12570,0
1968,9.33333333333333,983.666666666667,922.666666666667,13270,0
1969,8,885.666666666667,527.333333333333,15035.6666666667,0
1970,7.33333333333333,832.666666666667,2897.33333333333,14647.6666666667,0
1971,6,853,5001.33333333333,14699,0
1972,6.33333333333333,832.666666666667,6976.33333333333,14055.3333333333,0
1973,14.3333333333333,836,7096.33333333333,15577,0
1974,24.6666666666667,790.333333333333,4956,17795,0
1975,33.3333333333333,742.333333333333,5349,18035,0
1976,34.6666666666667,766.333333333333,6311,18397.3333333333,0
1977,35,949.333333333333,9156,19374.6666666667,0
1978,24,1048,9936,20647,23
1979,29.6666666666667,1284,10311,21291,23
1980,26.3333333333333,1398.66666666667,12536.6666666667,20125,23
1981,39.3333333333333,1567,15420.3333333333,19639,0
1982,36.6666666666667,2151.33333333333,15584,19574.3333333333,0
1983,47,2726,15260.6666666667,19457.6666666667,0
1984,51.6666666666667,3591,13091.3333333333,19470,0
1985,44.3333333333333,3666,12848.3333333333,21211.3333333333,22
1986,24.6666666666667,3232.33333333333,13026.3333333333,23827.6666666667,59
1987,7,2514.33333333333,20455,24131.3333333333,98.3333333333333
1988,0,2687.66666666667,30138.6666666667,21468.6666666667,107.666666666667
1989,0,4657.66666666667,33606,19767.6666666667,129.333333333333
1990,0,6743.66666666667,41952.6666666667,17047.3333333333,130.666666666667
1991,14.3333333333333,8134.66666666667,43937.3333333333,16803.3333333333,114.666666666667
1992,32,8551.66666666667,53146,12721.6666666667,68
1993,53,9450.33333333333,48841.6666666667,12854.3333333333,27.3333333333333
1994,41,10361.3333333333,50404.6666666667,10243.6666666667,35.3333333333333
1995,321.333333333333,9277,48195,9465,23.3333333333333
1996,328,10603.3333333333,44285.3333333333,8603.66666666667,43
1997,835.666666666667,7231,37671,8705.66666666667,42.3333333333333
1998,1113,7710,33075,8156.66666666667,42.3333333333333
1999,1660,5835.66666666667,30092.6666666667,8691.66666666667,33
2000,1649.66666666667,8342.66666666667,32574,8715.33333333333,22.6666666666667
2001,1765.66666666667,8748.33333333333,32925.3333333333,9278.66666666667,38.6666666666667
2002,1971.66666666667,8952.66666666667,34663.6666666667,8991.66666666667,46.3333333333333
2003,2302.66666666667,9261.66666666667,32156.6666666667,9541.66666666667,56.3333333333333
2004,2478,8094,32573.3333333333,10533.6666666667,68.3333333333333
2005,2369.33333333333,7261.66666666667,32073.3333333333,11010.6666666667,181.666666666667
2006,2436.66666666667,7473,29859,12205.3333333333,200
2007,2486.33333333333,8819.33333333333,26820.3333333333,13170.6666666667,191.666666666667
2008,2797.66666666667,9087.66666666667,25317.3333333333,14513.3333333333,82.6666666666667
2009,2911,8702,24952.3333333333,15423.6666666667,79.3333333333333
2010,3034,8826,24550,16715,112
