Year,Collapsed,Overexploited,Exploited,Developing,Rebuilding
1950,0,0,274,713,0
1951,0,0,254.666666666667,729,0
1952,0,0,246.666666666667,737,0
1953,0,0,249.666666666667,737.333333333333,0
1954,0,0,252.666666666667,737.333333333333,0
1955,0,0,255.333333333333,737.333333333333,0
1956,0,0,257.666666666667,736.666666666667,0
1957,0,0,260.666666666667,729.333333333333,0
1958,0,0,262.666666666667,715.666666666667,0
1959,0,0,268,696,0
1960,0,0,270.333333333333,703.666666666667,0
1961,0,0,285.333333333333,790.333333333333,0
1962,0,0,243.666666666667,775.666666666667,0
1963,0,0,249,743,0
1964,0,0,232.333333333333,601,0
1965,0,0,273,567.333333333333,0
1966,0,0,268.333333333333,524.666666666667,0
1967,0,0,282.666666666667,476.333333333333,0
1968,0,0,310,420,0
1969,0,29,275.666666666667,524.333333333333,0
1970,0,53.3333333333333,233,625,0
1971,0,53.3333333333333,219.666666666667,768,0
1972,0,24.3333333333333,738.666666666667,523.666666666667,0
1973,0,0,1524,334.666666666667,0
1974,0,0,2181.66666666667,113,0
1975,0,30.6666666666667,1665,345.333333333333,0
1976,0,59.6666666666667,881.666666666667,630.666666666667,0
1977,0,86,178.666666666667,796.666666666667,0
1978,0,82.3333333333333,179,771,0
1979,0,81.6666666666667,624.333333333333,489,0
1980,0,80,1485.66666666667,313.666666666667,0
1981,0,53,2104.66666666667,111.333333333333,0
1982,0,307,1670.33333333333,103,0
1983,0,691.333333333333,822.333333333333,105.333333333333,0
1984,0,712.666666666667,842.666666666667,105.666666666667,0
1985,0,799,845.666666666667,103.333333333333,0
1986,0,592,898.333333333333,68,0
1987,0,570.666666666667,820.333333333333,32.6666666666667,0
1988,0,543.333333333333,919,0,0
1989,0,596.333333333333,958.666666666667,0,0
1990,0,912.333333333333,533,0,0
1991,0,947.333333333333,530,0,0
1992,0,831.333333333333,535,0,0
1993,0,730.333333333333,507.666666666667,0,0
1994,0,741.666666666667,514.666666666667,0,0
1995,0,771,519.333333333333,0,0
1996,0,754.666666666667,524.333333333333,0,0
1997,0,500,486.333333333333,0,0
1998,0,568.666666666667,492,0,0
1999,0,617.666666666667,492.333333333333,0,0
2000,0,792.666666666667,494,0,0
2001,61,585.666666666667,454,0,0
2002,138,338,454,0,0
2003,138,30,494.666666666667,0,104.666666666667
2004,77,0,527.666666666667,0,235.666666666667
2005,0,0,528.333333333333,0,434.666666666667
2006,0,0,347.333333333333,0,330
2007,0,0,173.666666666667,0,199
2008,0,0,0,0,0
2009,0,0,0,0,0
2010,0,0,0,0,0
