Year,Collapsed,Overexploited,Exploited,Developing,Rebuilding
1950,0,0,83791,477989,0
1951,1.33333333333333,343,442288,296778.666666667,0
1952,5,693,763749.666666667,185496.666666667,0
1953,17.3333333333333,1037,882986.666666667,137643,0
1954,16,24776.3333333333,854407.666666667,153034.333333333,0
1955,12.6666666666667,53885.6666666667,726089,162322.666666667,0
1956,0.666666666666667,82422,628360,176844.333333333,0
1957,3,58668.6666666667,735633,177750,0
1958,11.6666666666667,60043,723031.333333333,205469.666666667,0
1959,23.6666666666667,31398.3333333333,802118,227550,0
1960,25,50993.6666666667,801552.333333333,191638,0
1961,16,40363.3333333333,964982.333333333,130642,5
1962,3.66666666666667,62100,1011900.66666667,72291.6666666667,11
1963,1.33333333333333,70188.6666666667,1073064.33333333,79834.6666666667,16
1964,2.66666666666667,79687.6666666667,1083616,84491.6666666667,17
1965,16.3333333333333,92051.3333333333,1035341.33333333,123317.333333333,16.3333333333333
1966,29.6666666666667,241575.666666667,728761.333333333,129813.333333333,16.3333333333333
1967,10501.6666666667,255144,493935.333333333,143972.333333333,17.3333333333333
1968,17845.3333333333,260543.333333333,375383.333333333,151109,18.6666666666667
1969,22986.3333333333,117493.333333333,518133.666666667,183067.333333333,19.3333333333333
1970,16123.3333333333,109364.333333333,559929.333333333,225226.333333333,17
1971,8955,101884,551290.333333333,266223.666666667,16.6666666666667
1972,4110.66666666667,100492,505236,342143,18.3333333333333
1973,1287,97134.6666666667,459736,412593.333333333,19.6666666666667
1974,5217.66666666667,97567.6666666667,441560.333333333,449106,24.6666666666667
1975,10879.6666666667,202906,325982.333333333,447916,22.3333333333333
1976,18923,322019,419529.666666667,313787.666666667,21.6666666666667
1977,28539.3333333333,422143.333333333,544381.666666667,197796.666666667,10.3333333333333
1978,38418,326113,914255,97246,12.3333333333333
1979,48747.6666666667,211670.333333333,1052871.66666667,121000.666666667,16
1980,50522.3333333333,97930.6666666667,982469,299605.666666667,27
1981,56899.3333333333,59341.6666666667,765166.666666667,289785,29.3333333333333
1982,59378,133511.666666667,460977,307305.666666667,27.3333333333333
1983,61077,239426,573053.333333333,112870,57.3333333333333
1984,56419.3333333333,370676.666666667,720837.666666667,104988,173
1985,34998,304696.333333333,1067350.33333333,63736.6666666667,20269.3333333333
1986,19798,197851,1233123,58020.6666666667,43385
1987,4441.33333333333,86100,1327575.33333333,49888.3333333333,71720.6666666667
1988,5477.33333333333,46853.6666666667,1332263.66666667,39483.3333333333,81237.3333333333
1989,5639.66666666667,135677.666666667,1174801,47032.3333333333,85444
1990,5346,229075,820445.666666667,119206.666666667,81265.3333333333
1991,6134.33333333333,325859,733291.666666667,112839,88971.3333333333
1992,7758.33333333333,331435.666666667,771225.666666667,97922.3333333333,97380.6666666667
1993,8769.66666666667,336431.333333333,967271,11176.3333333333,114164.666666667
1994,9929.33333333333,329764,906695,9399.33333333333,114780.333333333
1995,11338.6666666667,325148,961228.666666667,10298,115219
1996,15132,309766.333333333,1142843.33333333,14876,102784.333333333
1997,15539,330727,1132000,31667,94570.6666666667
1998,13692,559007,745331,56107,94834.3333333333
1999,11816.3333333333,568767.666666667,598646.666666667,91825.6666666667,104741.333333333
2000,13682.3333333333,573097.333333333,619572,122634,109720.666666667
2001,16996.3333333333,342996,983679,96254.6666666667,106822
2002,12767.6666666667,486955,805197.666666667,54985.6666666667,127697
2003,12199.3333333333,637169.666666667,653300,7260,144361
2004,12863.3333333333,849003.666666667,324651,6485,163964
2005,18658.3333333333,753779.666666667,251292.666666667,8273,173646
2006,19247.3333333333,687916.333333333,157712.333333333,9045.66666666667,196580.666666667
2007,14958.3333333333,503297.333333333,161032.333333333,11033.3333333333,219819.666666667
2008,20048.3333333333,515814.666666667,144989.666666667,10443.3333333333,227851.666666667
2009,23127.6666666667,539415.333333333,149409,10691,223949
2010,25722,686271,133175,11175,211210
