Year,Collapsed,Overexploited,Exploited,Developing,Rebuilding
1950,0,0,79682,81287,0
1951,0,0,91667.6666666667,97935,0
1952,0,0,100923,98254,0
1953,0,0,98199,89181.6666666667,0
1954,0,967,87874,81899,0
1955,0,1723.66666666667,79238.3333333333,74217.3333333333,0
1956,0,2720,78287,64342.3333333333,0
1957,75,9071.33333333333,62245.3333333333,55648.6666666667,0
1958,75,14985.6666666667,40528.6666666667,53992,0
1959,140,19257.6666666667,14838.6666666667,53626.3333333333,0
1960,65,17087.3333333333,22098.6666666667,50513,0
1961,65,16191.6666666667,24412.6666666667,47958.6666666667,0
1962,0,13584.6666666667,33343.3333333333,55558.6666666667,0
1963,0,15930.3333333333,32854.6666666667,76657.6666666667,0
1964,0,14252.6666666667,61622,82137.6666666667,0
1965,15.6666666666667,16049.6666666667,85563.3333333333,78098.3333333333,0
1966,31.3333333333333,11946.6666666667,109373.333333333,75101.3333333333,0
1967,85.3333333333333,11249.6666666667,99110.3333333333,79973.6666666667,0
1968,1116.33333333333,8404.33333333333,79985,80976,0
1969,2588.33333333333,5419,82018,133881.333333333,0
1970,3972.66666666667,2327.33333333333,80441.6666666667,192986.666666667,0
1971,4017.33333333333,1266.33333333333,97662.3333333333,254636.333333333,0
1972,3834.66666666667,1947,83906,261667.333333333,0
1973,2403,4427.66666666667,163607,207770.333333333,0
1974,1411.66666666667,6561.66666666667,156847,215651.666666667,0
1975,1117,6478,246008,149570.666666667,0
1976,1939.33333333333,4390.66666666667,145175.333333333,223690.333333333,45.3333333333333
1977,2689.33333333333,2113,151184,235903.333333333,45.3333333333333
1978,2380,1473,133191,301790.666666667,76.3333333333333
1979,1923.66666666667,6494,319824.666666667,223375,114
1980,1258.66666666667,10200,464290,153327,114
1981,837.666666666667,12807,591798.666666667,90021,83
1982,751.333333333333,12459.3333333333,630111.666666667,88364.3333333333,0
1983,1004.66666666667,12664.3333333333,698492,73219.6666666667,548
1984,1389.66666666667,15224.3333333333,698714.333333333,66675.6666666667,1253
1985,3083.33333333333,16405.6666666667,714857,47496.6666666667,1253
1986,3575.66666666667,20708.6666666667,677126.333333333,34745,705
1987,4551.33333333333,29046.6666666667,693182.666666667,21538,0
1988,3843.66666666667,88744,529443.333333333,20931.3333333333,175.666666666667
1989,4507.66666666667,116902,370871.666666667,18081.6666666667,991.333333333333
1990,3836.66666666667,157484,138756.333333333,17894,3013.33333333333
1991,4523,166867.333333333,67918.3333333333,20178.3333333333,3995.33333333333
1992,6052.66666666667,215652.333333333,37197.6666666667,20047.3333333333,3179.66666666667
1993,9935.66666666667,176959.666666667,144938.333333333,15525,2321.66666666667
1994,11005,116007,274660.333333333,12302,5152
1995,10316.6666666667,134292.666666667,270548,10216.6666666667,9690.66666666667
1996,9966,208595,163902.333333333,8965.33333333333,9124.66666666667
1997,12263,277583.666666667,33758.3333333333,8670,5961
1998,16928.3333333333,193331.333333333,126727.333333333,9735.33333333333,3262
1999,16424,214847,127964,9518.33333333333,12967
2000,15696.6666666667,137282.666666667,240824.333333333,8491.33333333333,26739
2001,12720,124571.333333333,273261,7143,35590
2002,11722,17086.6666666667,388238.333333333,6788.66666666667,33082.6666666667
2003,10110,33356,375723.666666667,4876.33333333333,30895
2004,9844,91223.6666666667,253278.333333333,3171.33333333333,35533.3333333333
2005,14650,125629.666666667,147746.666666667,1912,38018
2006,20521,147081.666666667,57344.6666666667,1126,30017
2007,22764,117941.333333333,50387,1356.66666666667,26422
2008,20086,113321.666666667,40428.3333333333,1378.66666666667,31738.6666666667
2009,16590.3333333333,107149,29702.6666666667,1750.66666666667,39761.6666666667
2010,16083,112974,26646,2271,37292
