Year,Collapsed,Overexploited,Exploited,Developing,Rebuilding
1950,0,0,464,30872,0
1951,0,0,606,37584.3333333333,0
1952,0,0,524.333333333333,39512,0
1953,0,0,443.666666666667,39666,0
1954,0,0,500.666666666667,42644.6666666667,0
1955,0,0,763.666666666667,49306.3333333333,0
1956,0,0,1186.66666666667,56986.6666666667,0
1957,0,0,1640.33333333333,59818.6666666667,0
1958,0,0,2129,63138.3333333333,0
1959,0,0,2548.66666666667,64310.6666666667,0
1960,0,0,2560.66666666667,69516.6666666667,0
1961,0,0,19118.3333333333,66298,0
1962,0,43.6666666666667,19758,73483.3333333333,0
1963,0,85.6666666666667,22510.3333333333,77591.6666666667,0
1964,0,125.666666666667,9673,87335.3333333333,0
1965,0,378.666666666667,12954.6666666667,87836.6666666667,0
1966,24.3333333333333,625.666666666667,21179,88032.3333333333,0
1967,65.3333333333333,916,34971,85814.3333333333,0
1968,74.3333333333333,1035.66666666667,37863.6666666667,87905,0
1969,109.666666666667,1031.66666666667,47888.3333333333,84388.6666666667,0
1970,107.666666666667,1212,65846,75651,0
1971,153,1462.33333333333,104826.666666667,57595.3333333333,0
1972,112.333333333333,2074,131973.333333333,49369,0
1973,98.6666666666667,2382.66666666667,137718.666666667,50456,0
1974,126.333333333333,2346.66666666667,142334,52709,3.66666666666667
1975,109.333333333333,6099.33333333333,135294.333333333,54304.3333333333,3.66666666666667
1976,157.333333333333,8769.33333333333,136391.666666667,52721.6666666667,6.66666666666667
1977,708.666666666667,10490.3333333333,134125,50581,5
1978,1287.33333333333,8546.66666666667,136982.333333333,45327.6666666667,55.6666666666667
1979,1741,10109.3333333333,130592,39606.3333333333,531
1980,1692,13435.6666666667,123949,36211.6666666667,583.333333333333
1981,1435,16111.6666666667,121358.666666667,33146.3333333333,1686.33333333333
1982,1217.66666666667,14821.6666666667,128191.666666667,32995.6666666667,2554.33333333333
1983,688,13052,130562,35175,2509.33333333333
1984,430.666666666667,19246.3333333333,128967,34737.3333333333,1362
1985,211.333333333333,28429.6666666667,117965.333333333,35294,15.6666666666667
1986,273,38005.3333333333,103698.666666667,35328,13
1987,470.333333333333,39560,82174.3333333333,38214,12.6666666666667
1988,707,39067,71471,41585.3333333333,18.6666666666667
1989,900.333333333333,37013.3333333333,66690.3333333333,42435.6666666667,18
1990,735,36107.6666666667,73005.6666666667,44235,378.666666666667
1991,514.666666666667,37101,76502.3333333333,40109.3333333333,712
1992,304.666666666667,37736.6666666667,77722,39950.3333333333,1070.66666666667
1993,435.666666666667,39618,78923.6666666667,38924.6666666667,1051
1994,745,36413.6666666667,88127.3333333333,42766,1357.33333333333
1995,1271.33333333333,35098.6666666667,94330,45048,1778
1996,1194.33333333333,37358,104044.333333333,40817.6666666667,2335.66666666667
1997,909.666666666667,38538.3333333333,116863.333333333,33192.6666666667,2706.66666666667
1998,488.666666666667,36249.3333333333,135145.333333333,22093,2775.66666666667
1999,827,33650.6666666667,150166,18474.6666666667,3004.33333333333
2000,903,31815.6666666667,166489.333333333,14643,4213.66666666667
2001,800.666666666667,29136,183547.666666667,14665.6666666667,5135.66666666667
2002,455.333333333333,19884.3333333333,205014.666666667,11929.6666666667,6058.33333333333
2003,407.333333333333,22567.3333333333,202773.666666667,11861,6205
2004,446.666666666667,27130,199361.333333333,10294,6693
2005,428.666666666667,30743.6666666667,195086,10902.3333333333,7192.33333333333
2006,636,30332.6666666667,187181.666666667,8370.33333333333,7086.66666666667
2007,770,31961.6666666667,175361.666666667,5129,7302
2008,916.333333333333,35601.3333333333,165753.333333333,1237.33333333333,7497.33333333333
2009,2363.33333333333,39429,155348.666666667,579.666666666667,7421.33333333333
2010,5441,47059,129503,990,6573
